iter	Passed	Remaining
1666	93865	579581
1667	93957	579740
1668	93958	579346
1669	93971	579023
1670	94050	579103
1671	94130	579192
1672	94196	579195
1673	94198	578808
1674	94199	578412
1675	94281	578513
1676	94337	578459
1677	94390	578383
1678	94468	578459
1679	94543	578514
1680	94544	578121
1681	94624	578209
1682	94699	578270
1683	94710	577934
1684	94785	577993
1685	94854	578014
1686	94943	578156
1687	95023	578247
1688	95098	578301
1689	95154	578249
1690	95226	578283
1691	95304	578360
1692	95383	578440
1693	95473	578587
1694	95473	578194
1695	95553	578278
1696	95631	578354
1697	95637	577993
1698	95725	578125
1699	95805	578214
1700	95882	578285
1701	95885	577907
1702	95974	578045
1703	95975	577654
1704	95980	577287
1705	96048	577307
1706	96132	577411
1707	96206	577467
1708	96208	577082
1709	96291	577187
1710	96365	577232
1711	96446	577327
1712	96514	577342
1713	96587	577385
1714	96664	577448
1715	96740	577513
1716	96741	577124
1717	96813	577163
1718	96893	577244
1719	96978	577361
1720	96982	576994
1721	96983	576607
1722	97064	576696
1723	97065	576314
1724	97158	576475
1725	97237	576550
1726	97321	576658
1727	97333	576338
1728	97375	576198
1729	97453	576272
1730	97454	575889
1731	97456	575510
1732	97458	575132
1733	97464	574783
1734	97545	574872
1735	97614	574893
1736	97702	575019
1737	97703	574638
1738	97777	574689
1739	97865	574817
1740	97944	574898
1741	97945	574518
1742	98034	574650
1743	98036	574276
1744	98038	573905
1745	98124	574022
1746	98208	574130
1747	98295	574254
1748	98379	574355
1749	98458	574435
1750	98534	574496
1751	98616	574586
1752	98673	574534
1753	98756	574632
1754	98838	574727
1755	98894	574669
1756	98974	574750
1757	99054	574830
1758	99134	574910
1759	99222	575041
1760	99311	575169
1761	99388	575234
1762	99463	575283
1763	99546	575385
1764	99548	575011
1765	99634	575127
1766	99694	575093
1767	99725	574889
1768	99806	574971
1769	99882	575030
1770	99970	575152
1771	100051	575237
1772	100129	575306
1773	100212	575403
1774	100215	575036
1775	100298	575135
1776	100362	575122
1777	100441	575191
1778	100521	575273
1779	100523	574902
1780	100592	574921
1781	100593	574547
1782	100667	574590
1783	100730	574570
1784	100731	574197
1785	100733	573832
1786	100754	573571
1787	100825	573602
1788	100908	573692
1789	100909	573322
1790	100911	572957
1791	100972	572928
1792	101048	572981
1793	101127	573053
1794	101219	573203
1795	101303	573299
1796	101361	573251
1797	101362	572882
1798	101368	572543
1799	101371	572185
1800	101441	572205
1801	101442	571836
1802	101522	571914
1803	101598	571969
1804	101599	571605
1805	101686	571717
1806	101726	571571
1807	101789	571549
1808	101873	571650
1809	101947	571693
1810	102033	571803
1811	102122	571931
1812	102146	571691
1813	102231	571795
1814	102312	571881
1815	102323	571569
1816	102420	571737
1817	102491	571767
1818	102496	571421
1819	102582	571531
1820	102657	571580
1821	102743	571688
1822	102810	571687
1823	102841	571490
1824	102929	571608
1825	103015	571719
1826	103105	571846
1827	103105	571481
1828	103188	571572
1829	103267	571636
1830	103337	571659
1831	103338	571296
1832	103346	570969
1833	103347	570606
1834	103430	570698
1835	103516	570803
1836	103594	570871
1837	103656	570845
1838	103724	570853
1839	103808	570949
1840	103812	570603
1841	103874	570579
1842	103876	570220
1843	103882	569888
1844	103905	569647
1845	103927	569407
1846	103929	569052
1847	103941	568752
1848	104019	568816
1849	104020	568460
1850	104090	568475
1851	104091	568117
1852	104174	568209
1853	104260	568314
1854	104332	568345
1855	104407	568392
1856	104476	568402
1857	104564	568520
1858	104565	568165
1859	104582	567894
1860	104583	567539
1861	104640	567486
1862	104652	567191
1863	104731	567255
1864	104821	567382
1865	104824	567039
1866	104825	566686
1867	104914	566809
1868	104916	566460
1869	104988	566488
1870	105075	566599
1871	105083	566282
1872	105170	566391
1873	105173	566053
1874	105185	565758
1875	105245	565725
1876	105314	565733
1877	105397	565826
1878	105402	565491
1879	105402	565138
1880	105487	565233
1881	105490	564897
1882	105500	564593
1883	105573	564628
1884	105658	564726
1885	105730	564753
1886	105796	564750
1887	105878	564834
1888	105962	564927
1889	105965	564586
1890	105968	564249
1891	106043	564294
1892	106097	564225
1893	106162	564217
1894	106235	564251
1895	106292	564201
1896	106345	564128
1897	106420	564175
1898	106495	564218
1899	106570	564263
1900	106650	564331
1901	106651	563986
1902	106708	563933
1903	106709	563588
1904	106783	563626
1905	106796	563341
1906	106796	562994
1907	106871	563035
1908	106935	563021
1909	107009	563061
1910	107080	563081
1911	107164	563174
1912	107247	563260
1913	107322	563302
1914	107413	563431
1915	107497	563519
1916	107583	563621
1917	107664	563693
1918	107745	563769
1919	107819	563807
1920	107898	563867
1921	107963	563858
1922	107967	563531
1923	107969	563192
1924	107970	562849
1925	108061	562975
1926	108137	563023
1927	108225	563129
1928	108226	562787
1929	108307	562859
1930	108389	562943
1931	108469	563010
1932	108470	562668
1933	108540	562683
1934	108615	562722
1935	108638	562495
1936	108704	562490
1937	108780	562537
1938	108859	562601
1939	108866	562290
1940	108954	562398
1941	109034	562463
1942	109035	562126
1943	109092	562072
1944	109156	562059
1945	109158	561722
1946	109159	561382
1947	109162	561055
1948	109165	560723
1949	109247	560805
1950	109323	560848
1951	109325	560516
1952	109412	560618
1953	109492	560686
1954	109576	560774
1955	109613	560622
1956	109705	560747
1957	109790	560837
1958	109870	560903
1959	109918	560808
1960	109919	560472
1961	109997	560525
1962	109998	560189
1963	109999	559853
1964	110069	559867
1965	110143	559904
1966	110217	559938
1967	110218	559603
1968	110295	559656
1969	110363	559660
1970	110441	559718
1971	110444	559389
1972	110533	559502
1973	110622	559613
1974	110687	559604
1975	110750	559581
1976	110828	559634
1977	110909	559705
1978	110985	559749
1979	111070	559841
1980	111148	559894
1981	111240	560021
1982	111242	559690
1983	111310	559693
1984	111311	559361
1985	111322	559079
1986	111323	558746
1987	111392	558753
1988	111447	558693
1989	111453	558387
1990	111534	558458
1991	111612	558513
1992	111678	558502
1993	111754	558548
1994	111790	558392
1995	111867	558439
1996	111870	558122
1997	111872	557793
1998	111953	557861
1999	112029	557908
2000	112104	557945
2001	112181	557993
2002	112256	558029
2003	112258	557706
2004	112334	557750
2005	112412	557802
2006	112485	557833
2007	112496	557552
2008	112562	557545
2009	112574	557271
2010	112659	557357
2011	112729	557369
2012	112731	557049
2013	112810	557105
2014	112891	557172
2015	112893	556851
2016	112958	556842
2017	112961	556521
2018	113045	556606
2019	113126	556669
2020	113146	556440
2021	113226	556500
2022	113312	556593
2023	113314	556268
2024	113396	556344
2025	113398	556024
2026	113441	555903
2027	113521	555963
2028	113604	556041
2029	113682	556091
2030	113686	555779
2031	113758	555802
2032	113830	555826
2033	113909	555882
2034	113911	555564
2035	113991	555626
2036	114055	555607
2037	114126	555626
2038	114127	555302
2039	114195	555305
2040	114250	555243
2041	114324	555272
2042	114402	555324
2043	114470	555326
2044	114547	555372
2045	114611	555354
2046	114686	555389
2047	114767	555458
2048	114771	555151
2049	114844	555177
2050	114922	555224
2051	115000	555274
2052	115079	555331
2053	115150	555346
2054	115151	555025
2055	115230	555079
2056	115303	555103
2057	115376	555129
2058	115379	554816
2059	115461	554886
2060	115540	554943
2061	115568	554751
2062	115591	554538
2063	115674	554610
2064	115676	554293
2065	115676	553972
2066	115751	554006
2067	115826	554041
2068	115903	554086
2069	115976	554111
2070	115977	553791
2071	116050	553816
2072	116128	553863
2073	116131	553555
2074	116132	553236
2075	116204	553259
2076	116205	552942
2077	116206	552623
2078	116279	552649
2079	116372	552771
2080	116437	552758
2081	116505	552757
2082	116592	552849
2083	116599	552560
2084	116600	552244
2085	116604	551941
2086	116689	552022
2087	116713	551815
2088	116793	551877
2089	116876	551947
2090	116880	551646
2091	116901	551426
2092	116922	551205
2093	116926	550905
2094	116927	550593
2095	117004	550635
2096	117005	550321
2097	117076	550337
2098	117150	550366
2099	117228	550413
2100	117269	550291
2101	117323	550227
2102	117324	549915
2103	117393	549921
2104	117432	549786
2105	117513	549845
2106	117591	549892
2107	117663	549913
2108	117664	549602
2109	117732	549602
2110	117792	549569
2111	117865	549591
2112	117869	549294
2113	117870	548985
2114	117942	549006
2115	118030	549096
2116	118030	548785
2117	118093	548761
2118	118180	548850
2119	118181	548542
2120	118259	548585
2121	118337	548635
2122	118354	548399
2123	118358	548104
2124	118435	548148
2125	118512	548188
2126	118591	548241
2127	118597	547955
2128	118618	547739
2129	118703	547818
2130	118704	547511
2131	118705	547202
2132	118711	546918
2133	118712	546613
2134	118714	546308
2135	118786	546327
2136	118849	546308
2137	118929	546361
2138	118997	546364
2139	119086	546463
2140	119087	546156
2141	119161	546182
2142	119240	546236
2143	119311	546249
2144	119312	545943
2145	119345	545783
2146	119412	545782
2147	119497	545862
2148	119498	545555
2149	119578	545613
2150	119663	545687
2151	119665	545389
2152	119667	545090
2153	119752	545170
2154	119828	545205
2155	119831	544909
2156	119890	544868
2157	119978	544962
2158	119983	544675
2159	119985	544377
2160	119991	544098
2161	120073	544161
2162	120074	543862
2163	120162	543950
2164	120246	544022
2165	120247	543724
2166	120328	543783
2167	120337	543519
2168	120394	543466
2169	120395	543165
2170	120476	543225
2171	120477	542926
2172	120490	542676
2173	120561	542694
2174	120584	542491
2175	120668	542565
2176	120751	542631
2177	120808	542583
2178	120868	542547
2179	120946	542592
2180	120947	542294
2181	120949	542001
2182	121030	542061
2183	121104	542085
2184	121105	541787
2185	121184	541837
2186	121264	541894
2187	121336	541911
2188	121406	541920
2189	121489	541986
2190	121567	542030
2191	121647	542087
2192	121736	542177
2193	121816	542232
2194	121817	541934
2195	121890	541957
2196	121966	541994
2197	122047	542050
2198	122114	542046
2199	122119	541767
2200	122179	541732
2201	122257	541777
2202	122327	541784
2203	122401	541812
2204	122481	541862
2205	122546	541850
2206	122627	541907
2207	122629	541612
2208	122708	541663
2209	122714	541388
2210	122799	541462
2211	122872	541485
2212	122945	541502
2213	123030	541579
2214	123101	541590
2215	123112	541338
2216	123172	541304
2217	123253	541360
2218	123255	541067
2219	123339	541140
2220	123411	541154
2221	123412	540860
2222	123500	540946
2223	123505	540668
2224	123582	540707
2225	123594	540460
2226	123667	540483
2227	123752	540554
2228	123754	540267
2229	123827	540287
2230	123912	540362
2231	123989	540399
2232	124084	540517
2233	124163	540563
2234	124225	540533
2235	124298	540551
2236	124371	540572
2237	124372	540279
2238	124438	540270
2239	124510	540285
2240	124575	540269
2241	124626	540196
2242	124706	540245
2243	124779	540266
2244	124842	540244
2245	124843	539952
2246	124913	539956
2247	124989	539990
2248	124992	539705
2249	125071	539751
2250	125149	539793
2251	125150	539501
2252	125232	539562
2253	125316	539628
2254	125397	539682
2255	125399	539396
2256	125414	539167
2257	125495	539218
2258	125497	538931
2259	125577	538982
2260	125658	539037
2261	125733	539065
2262	125825	539162
2263	125826	538873
2264	125827	538586
2265	125829	538300
2266	125908	538348
2267	125987	538389
2268	125999	538149
2269	126087	538233
2270	126172	538300
2271	126172	538011
2272	126238	537999
2273	126239	537713
2274	126312	537729
2275	126314	537445
2276	126379	537433
2277	126468	537520
2278	126470	537235
2279	126557	537314
2280	126591	537165
2281	126593	536883
2282	126595	536603
2283	126676	536654
2284	126745	536656
2285	126819	536682
2286	126898	536724
2287	126899	536439
2288	126963	536418
2289	126964	536134
2290	127055	536226
2291	127074	536018
2292	127164	536111
2293	127245	536161
2294	127334	536249
2295	127335	535964
2296	127415	536011
2297	127418	535733
2298	127496	535771
2299	127498	535492
2300	127540	535382
2301	127617	535416
2302	127618	535133
2303	127699	535185
2304	127778	535228
2305	127866	535309
2306	127869	535035
2307	127877	534779
2308	127984	534940
2309	128064	534987
2310	128131	534981
2311	128211	535026
2312	128291	535075
2313	128348	535024
2314	128387	534899
2315	128459	534915
2316	128472	534682
2317	128550	534722
2318	128628	534761
2319	128634	534499
2320	128690	534447
2321	128775	534512
2322	128863	534591
2323	128938	534617
2324	129019	534668
2325	129101	534723
2326	129192	534814
2327	129280	534892
2328	129358	534929
2329	129442	534991
2330	129532	535077
2331	129555	534887
2332	129637	534943
2333	129723	535013
2334	129782	534968
2335	129783	534691
2336	129785	534412
2337	129872	534487
2338	129949	534522
2339	130033	534582
2340	130121	534660
2341	130193	534672
2342	130270	534704
2343	130358	534780
2344	130434	534810
2345	130520	534879
2346	130533	534646
2347	130534	534369
2348	130615	534418
2349	130617	534140
2350	130697	534187
2351	130709	533954
2352	130752	533846
2353	130831	533885
2354	130832	533607
2355	130917	533672
2356	131001	533732
2357	131094	533830
2358	131193	533948
2359	131281	534027
2360	131363	534079
2361	131446	534135
2362	131523	534165
2363	131525	533889
2364	131612	533960
2365	131675	533938
2366	131736	533904
2367	131778	533793
2368	131828	533712
2369	131921	533808
2370	131987	533795
2371	132084	533905
2372	132165	533952
2373	132257	534044
2374	132347	534127
2375	132431	534183
2376	132510	534224
2377	132514	533958
2378	132600	534024
2379	132670	534026
2380	132752	534075
2381	132793	533962
2382	132835	533852
2383	132888	533785
2384	132973	533846
2385	133020	533754
2386	133032	533523
2387	133122	533604
2388	133206	533663
2389	133292	533726
2390	133299	533475
2391	133300	533200
2392	133387	533271
2393	133464	533302
2394	133479	533080
2395	133567	533155
2396	133571	532891
2397	133630	532849
2398	133702	532860
2399	133786	532916
2400	133820	532775
2401	133880	532734
2402	133952	532743
2403	134032	532785
2404	134119	532852
2405	134192	532865
2406	134274	532914
2407	134346	532922
2408	134415	532921
2409	134497	532969
2410	134543	532874
2411	134545	532603
2412	134548	532337
2413	134549	532066
2414	134640	532149
2415	134724	532205
2416	134808	532263
2417	134851	532155
2418	134942	532238
2419	135024	532285
2420	135112	532356
2421	135204	532442
2422	135252	532358
2423	135342	532436
2424	135430	532508
2425	135512	532553
2426	135599	532618
2427	135682	532672
2428	135702	532476
2429	135784	532519
2430	135873	532593
2431	135959	532657
2432	135969	532421
2433	135972	532159
2434	136034	532127
2435	136115	532169
2436	136117	531901
2437	136201	531956
2438	136294	532045
2439	136383	532120
2440	136452	532113
2441	136534	532159
2442	136535	531890
2443	136572	531761
2444	136659	531825
2445	136745	531887
2446	136831	531949
2447	136923	532031
2448	137016	532119
2449	137020	531863
2450	137109	531936
2451	137110	531667
2452	137163	531599
2453	137201	531475
2454	137244	531369
2455	137339	531463
2456	137356	531257
2457	137437	531300
2458	137507	531295
2459	137602	531391
2460	137610	531149
2461	137650	531034
2462	137734	531085
2463	137815	531127
2464	137902	531189
2465	137903	530923
2466	137999	531019
2467	138003	530766
2468	138087	530817
2469	138088	530551
2470	138185	530654
2471	138187	530391
2472	138282	530484
2473	138369	530545
2474	138379	530315
2475	138463	530365
2476	138539	530388
2477	138605	530370
2478	138685	530407
2479	138687	530143
2480	138775	530211
2481	138870	530305
2482	138969	530411
2483	139055	530472
2484	139056	530207
2485	139066	529972
2486	139069	529716
2487	139144	529732
2488	139145	529469
2489	139240	529562
2490	139245	529313
2491	139321	529333
2492	139414	529415
2493	139503	529488
2494	139595	529567
2495	139695	529679
2496	139761	529661
2497	139830	529655
2498	139831	529390
2499	139924	529472
2500	139925	529210
2501	140019	529297
2502	140111	529377
2503	140207	529472
2504	140293	529532
2505	140295	529270
2506	140376	529307
2507	140458	529351
2508	140545	529413
2509	140616	529410
2510	140616	529147
2511	140701	529197
2512	140713	528976
2513	140749	528847
2514	140751	528588
2515	140755	528338
2516	140757	528076
2517	140836	528108
2518	140929	528190
2519	140941	527969
2520	141021	528005
2521	141105	528053
2522	141199	528141
2523	141292	528223
2524	141329	528096
2525	141437	528233
2526	141444	527996
2527	141555	528146
2528	141652	528241
2529	141736	528291
2530	141832	528381
2531	141920	528448
2532	141922	528189
2533	142019	528286
2534	142127	528423
2535	142238	528570
2536	142341	528687
2537	142420	528719
2538	142425	528471
2539	142426	528212
2540	142526	528317
2541	142607	528354
2542	142685	528379
2543	142770	528430
2544	142862	528508
2545	142968	528634
2546	143076	528772
2547	143080	528522
2548	143186	528648
2549	143271	528701
2550	143378	528832
2551	143461	528875
2552	143561	528977
2553	143657	529070
2554	143749	529144
2555	143839	529211
2556	143949	529354
2557	144043	529437
2558	144128	529486
2559	144143	529275
2560	144193	529197
2561	144195	528940
2562	144266	528938
2563	144341	528950
2564	144342	528694
2565	144427	528740
2566	144471	528640
2567	144503	528494
2568	144509	528256
2569	144592	528297
2570	144668	528313
2571	144670	528056
2572	144716	527964
2573	144798	528001
2574	144890	528078
2575	144974	528121
2576	144975	527864
2577	144978	527612
2578	144979	527358
2579	145081	527467
2580	145179	527562
2581	145269	527630
2582	145308	527508
2583	145377	527498
2584	145378	527243
2585	145454	527257
2586	145538	527302
2587	145622	527348
2588	145623	527091
2589	145703	527120
2590	145705	526869
2591	145774	526856
2592	145826	526785
2593	145828	526533
2594	145852	526360
2595	145854	526111
2596	145938	526155
2597	145940	525902
2598	145947	525668
2599	146046	525767
2600	146120	525776
2601	146211	525846
2602	146287	525859
2603	146330	525756
2604	146411	525787
2605	146433	525611
2606	146437	525364
2607	146499	525329
2608	146564	525305
2609	146608	525205
2610	146670	525169
2611	146672	524920
2612	146766	525000
2613	146840	525009
2614	146842	524757
2615	146928	524808
2616	147025	524898
2617	147027	524647
2618	147115	524706
2619	147204	524765
2620	147270	524745
2621	147363	524821
2622	147449	524870
2623	147536	524925
2624	147628	524995
2625	147714	525046
2626	147808	525121
2627	147891	525159
2628	147977	525209
2629	148069	525280
2630	148071	525031
2631	148158	525085
2632	148248	525148
2633	148339	525213
2634	148418	525236
2635	148497	525261
2636	148499	525011
2637	148500	524761
2638	148579	524786
2639	148654	524795
2640	148738	524835
2641	148822	524877
2642	148845	524704
2643	148846	524452
2644	148869	524280
2645	148964	524360
2646	149064	524458
2647	149109	524362
2648	149181	524359
2649	149261	524386
2650	149262	524135
2651	149299	524011
2652	149300	523761
2653	149301	523511
2654	149370	523500
2655	149371	523251
2656	149376	523013
2657	149461	523059
2658	149544	523096
2659	149612	523079
2660	149684	523080
2661	149685	522832
2662	149763	522851
2663	149764	522602
2664	149765	522353
2665	149822	522300
2666	149862	522185
2667	149924	522150
2668	150000	522162
2669	150093	522236
2670	150178	522281
2671	150267	522337
2672	150361	522412
2673	150444	522449
2674	150530	522496
2675	150536	522266
2676	150607	522260
2677	150674	522241
2678	150753	522262
2679	150833	522290
2680	150844	522075
2681	150845	521829
2682	150922	521844
2683	150993	521840
2684	151081	521893
2685	151168	521940
2686	151252	521982
2687	151337	522024
2688	151402	521997
2689	151470	521982
2690	151471	521735
2691	151556	521778
2692	151629	521779
2693	151692	521744
2694	151777	521786
2695	151778	521539
2696	151800	521368
2697	151803	521126
2698	151886	521164
2699	151952	521141
2700	152043	521204
2701	152044	520958
2702	152139	521033
2703	152224	521077
2704	152309	521117
2705	152386	521133
2706	152471	521173
2707	152510	521059
2708	152579	521044
2709	152658	521066
2710	152734	521077
2711	152811	521090
2712	152875	521062
2713	152917	520955
2714	152938	520780
2715	152994	520722
2716	153072	520740
2717	153152	520762
2718	153229	520777
2719	153230	520533
2720	153270	520421
2721	153335	520395
2722	153385	520315
2723	153458	520315
2724	153468	520102
2725	153519	520027
2726	153579	519985
2727	153641	519949
2728	153645	519716
2729	153646	519472
2730	153728	519500
2731	153748	519324
2732	153755	519099
2733	153825	519089
2734	153913	519141
2735	153979	519118
2736	154002	518949
2737	154067	518924
2738	154142	518929
2739	154186	518831
2740	154263	518846
2741	154343	518868
2742	154427	518904
2743	154503	518916
2744	154571	518899
2745	154653	518929
2746	154674	518755
2747	154684	518543
2748	154773	518597
2749	154851	518611
2750	154853	518372
2751	154923	518362
2752	155009	518405
2753	155010	518165
2754	155104	518236
2755	155175	518228
2756	155257	518258
2757	155339	518287
2758	155421	518315
2759	155501	518336
2760	155516	518145
2761	155529	517944
2762	155564	517816
2763	155651	517862
2764	155654	517627
2765	155732	517645
2766	155790	517592
2767	155871	517620
2768	155894	517451
2769	155973	517472
2770	156064	517530
2771	156144	517553
2772	156210	517529
2773	156212	517291
2774	156213	517053
2775	156304	517112
2776	156385	517135
2777	156469	517171
2778	156550	517197
2779	156557	516979
2780	156641	517012
2781	156708	516992
2782	156785	517002
2783	156786	516765
2784	156789	516534
2785	156864	516537
2786	156941	516551
2787	156943	516313
2788	156943	516074
2789	156946	515841
2790	157024	515856
2791	157025	515620
2792	157117	515679
2793	157118	515441
2794	157118	515203
2795	157119	514965
2796	157201	514993
2797	157282	515018
2798	157293	514812
2799	157294	514577
2800	157380	514618
2801	157460	514639
2802	157463	514410
2803	157528	514384
2804	157530	514149
2805	157600	514140
2806	157674	514139
2807	157751	514154
2808	157754	513924
2809	157810	513866
2810	157812	513635
2811	157857	513543
2812	157941	513575
2813	157945	513350
2814	158038	513414
2815	158046	513203
2816	158053	512987
2817	158118	512959
2818	158189	512951
2819	158266	512962
2820	158353	513008
2821	158358	512783
2822	158439	512809
2823	158502	512774
2824	158569	512753
2825	158634	512726
2826	158708	512729
2827	158731	512564
2828	158811	512587
2829	158813	512354
2830	158895	512384
2831	158984	512432
2832	159074	512485
2833	159076	512254
2834	159154	512268
2835	159227	512268
2836	159306	512286
2837	159368	512247
2838	159438	512236
2839	159442	512014
2840	159444	511782
2841	159519	511788
2842	159540	511619
2843	159594	511554
2844	159607	511361
2845	159608	511129
2846	159671	511095
2847	159740	511080
2848	159816	511086
2849	159896	511106
2850	159976	511128
2851	159977	510895
2852	159980	510671
2853	160066	510708
2854	160077	510510
2855	160138	510469
2856	160220	510496
2857	160261	510392
2858	160264	510165
2859	160265	509935
2860	160337	509929
2861	160407	509917
2862	160408	509688
2863	160410	509459
2864	160422	509263
2865	160485	509229
2866	160561	509236
2867	160561	509005
2868	160642	509028
2869	160732	509079
2870	160797	509052
2871	160804	508840
2872	160824	508670
2873	160825	508441
2874	160896	508433
2875	160985	508479
2876	160986	508253
2877	161070	508282
2878	161074	508063
2879	161076	507837
2880	161168	507894
2881	161169	507666
2882	161253	507698
2883	161333	507719
2884	161389	507662
2885	161467	507677
2886	161550	507705
2887	161631	507729
2888	161689	507678
2889	161762	507676
2890	161763	507449
2891	161765	507222
2892	161775	507022
2893	161852	507033
2894	161943	507086
2895	162013	507074
2896	162024	506879
2897	162026	506653
2898	162109	506682
2899	162112	506460
2900	162193	506484
2901	162268	506489
2902	162336	506469
2903	162337	506242
2904	162418	506264
2905	162425	506056
2906	162426	505828
2907	162504	505842
2908	162506	505618
2909	162590	505652
2910	162593	505430
2911	162669	505437
2912	162688	505266
2913	162767	505282
2914	162787	505116
2915	162799	504924
2916	162801	504700
2917	162806	504488
2918	162873	504468
2919	162875	504244
2920	162880	504031
2921	162974	504094
2922	162976	503870
2923	163066	503921
2924	163132	503898
2925	163218	503935
2926	163250	503806
2927	163253	503588
2928	163254	503363
2929	163256	503140
2930	163256	502915
2931	163352	502984
2932	163413	502942
2933	163414	502719
2934	163417	502503
2935	163491	502502
2936	163553	502464
2937	163626	502464
2938	163639	502277
2939	163691	502211
2940	163693	501989
2941	163724	501857
2942	163802	501871
2943	163886	501903
2944	163964	501916
2945	164052	501956
2946	164127	501961
2947	164130	501743
2948	164208	501757
2949	164284	501764
2950	164305	501601
2951	164343	501493
2952	164422	501508
2953	164502	501526
2954	164505	501311
2955	164577	501303
2956	164651	501303
2957	164718	501283
2958	164724	501076
2959	164808	501108
2960	164810	500887
2961	164884	500887
2962	164969	500922
2963	165050	500941
2964	165137	500981
2965	165222	501015
2966	165226	500803
2967	165232	500597
2968	165234	500379
2969	165316	500402
2970	165395	500418
2971	165476	500438
2972	165549	500433
2973	165551	500218
2974	165617	500191
2975	165720	500280
2976	165794	500280
2977	165885	500328
2978	165887	500113
2979	165890	499898
2980	165955	499871
2981	166048	499928
2982	166130	499950
2983	166213	499978
2984	166214	499758
2985	166215	499537
2986	166289	499536
2987	166291	499318
2988	166297	499114
2989	166380	499140
2990	166470	499190
2991	166559	499233
2992	166561	499015
2993	166573	498829
2994	166658	498862
2995	166739	498884
2996	166752	498699
2997	166759	498497
2998	166772	498314
2999	166846	498313
3000	166928	498339
3001	167017	498382
3002	167100	498407
3003	167182	498431
3004	167250	498410
3005	167304	498352
3006	167305	498133
3007	167388	498159
3008	167463	498162
3009	167547	498189
3010	167623	498193
3011	167704	498214
3012	167765	498173
3013	167837	498167
3014	167917	498182
3015	167990	498177
3016	168068	498189
3017	168144	498193
3018	168146	497979
3019	168215	497963
3020	168301	497997
3021	168303	497781
3022	168357	497721
3023	168359	497505
3024	168438	497521
3025	168518	497536
3026	168596	497545
3027	168671	497546
3028	168675	497339
3029	168758	497363
3030	168844	497397
3031	168866	497242
3032	168958	497293
3033	168959	497078
3034	168960	496862
3035	169055	496919
3036	169149	496976
3037	169151	496763
3038	169229	496773
3039	169307	496785
3040	169388	496802
3041	169463	496804
3042	169464	496587
3043	169548	496613
3044	169559	496429
3045	169633	496426
3046	169702	496408
3047	169763	496369
3048	169786	496216
3049	169872	496250
3050	169954	496272
3051	170025	496260
3052	170127	496340
3053	170213	496371
3054	170235	496217
3055	170312	496225
3056	170316	496018
3057	170388	496010
3058	170392	495802
3059	170394	495590
3060	170458	495560
3061	170475	495390
3062	170551	495396
3063	170618	495372
3064	170620	495160
3065	170620	494945
3066	170693	494937
3067	170694	494724
3068	170696	494514
3069	170702	494315
3070	170774	494307
3071	170836	494267
3072	170897	494229
3073	170987	494273
3074	171010	494124
3075	171017	493927
3076	171107	493970
3077	171178	493960
3078	171269	494006
3079	171350	494022
3080	171426	494026
3081	171427	493814
3082	171509	493832
3083	171587	493841
3084	171668	493859
3085	171687	493699
3086	171767	493712
3087	171848	493730
3088	171919	493719
3089	171997	493728
3090	172061	493694
3091	172061	493481
3092	172147	493513
3093	172229	493530
3094	172319	493574
3095	172331	493393
3096	172407	493397
3097	172483	493398
3098	172487	493195
3099	172488	492983
3100	172541	492919
3101	172617	492921
3102	172690	492915
3103	172768	492924
3104	172769	492714
3105	172772	492508
3106	172859	492541
3107	172933	492537
3108	172934	492327
3109	173017	492349
3110	173018	492138
3111	173080	492101
3112	173159	492112
3113	173226	492087
3114	173313	492121
3115	173373	492079
3116	173437	492045
3117	173514	492049
3118	173581	492028
3119	173657	492028
3120	173731	492026
3121	173733	491817
3122	173800	491795
3123	173884	491819
3124	173950	491792
3125	173993	491700
3126	174082	491740
3127	174083	491530
3128	174084	491319
3129	174097	491144
3130	174179	491164
3131	174258	491172
3132	174262	490971
3133	174344	490990
3134	174346	490783
3135	174420	490780
3136	174493	490773
3137	174567	490768
3138	174569	490564
3139	174642	490556
3140	174648	490362
3141	174681	490241
3142	174681	490032
3143	174682	489822
3144	174756	489819
3145	174846	489858
3146	174926	489870
3147	175005	489881
3148	175011	489686
3149	175070	489642
3150	175146	489643
3151	175168	489493
3152	175169	489285
3153	175179	489103
3154	175180	488896
3155	175257	488899
3156	175315	488851
3157	175317	488645
3158	175400	488666
3159	175402	488463
3160	175482	488475
3161	175499	488313
3162	175581	488329
3163	175583	488127
3164	175606	487982
3165	175609	487778
3166	175624	487611
3167	175627	487411
3168	175688	487369
3169	175761	487363
3170	175771	487182
3171	175862	487224
3172	175958	487282
3173	176022	487249
3174	176024	487047
3175	176099	487046
3176	176176	487050
3177	176177	486844
3178	176178	486637
3179	176242	486607
3180	176311	486587
3181	176312	486381
3182	176313	486176
3183	176383	486163
3184	176386	485962
3185	176388	485759
3186	176440	485694
3187	176451	485519
3188	176530	485527
3189	176608	485533
3190	176691	485555
3191	176767	485558
3192	176769	485354
3193	176770	485150
3194	176851	485166
3195	176929	485171
3196	176968	485073
3197	177009	484976
3198	177087	484983
3199	177168	484998
3200	177175	484810
3201	177257	484829
3202	177341	484851
3203	177401	484809
3204	177477	484808
3205	177562	484834
3206	177644	484853
3207	177645	484649
3208	177684	484547
3209	177769	484574
3210	177771	484373
3211	177859	484405
3212	177942	484427
3213	178034	484471
3214	178124	484509
3215	178206	484526
3216	178208	484327
3217	178288	484337
3218	178365	484340
3219	178366	484137
