iter	Passed	Remaining
226	12179	629534
227	12288	632325
228	12377	634054
229	12387	631740
230	12403	629771
231	12470	630386
232	12510	629645
233	12610	631925
234	12705	633946
235	12804	636103
236	12890	637606
237	12964	638509
238	13047	639885
239	13049	637272
240	13111	637564
241	13114	635027
242	13190	636022
243	13242	635865
244	13244	633298
245	13344	635447
246	13349	633064
247	13352	630585
248	13444	632311
249	13532	633854
250	13534	631372
251	13618	632714
252	13689	633450
253	13757	634027
254	13848	635661
255	13851	633267
256	13924	634072
257	13936	632128
258	14026	633694
259	14125	635645
260	14126	633211
261	14157	632138
262	14165	630001
263	14237	630747
264	14321	632050
265	14398	632985
266	14472	633822
267	14554	634961
268	14628	635760
269	14629	633412
270	14698	634000
271	14744	633561
272	14828	634818
273	14901	635558
274	14977	636409
275	14978	634087
276	15050	634800
277	15131	635835
278	15218	637174
279	15308	638564
280	15397	639946
281	15398	637672
282	15471	638394
283	15558	639654
284	15644	640860
285	15721	641732
286	15776	641675
287	15857	642668
288	15934	643504
289	16009	644248
290	16080	644836
291	16159	645706
292	16235	646498
293	16323	647704
294	16408	648835
295	16489	649786
296	16490	647579
297	16572	648544
298	16573	646358
299	16574	644200
300	16650	644938
301	16652	642848
302	16718	643179
303	16807	644423
304	16871	644708
305	16950	645554
306	17022	646117
307	17099	646891
308	17167	647318
309	17250	648291
310	17265	646699
311	17355	647932
312	17360	645987
313	17444	647015
314	17446	644970
315	17449	642966
316	17533	643972
317	17614	644881
318	17686	645433
319	17780	646774
320	17870	647973
321	17946	648638
322	18006	648726
323	18074	649106
324	18111	648385
325	18193	649263
326	18272	650042
327	18280	648298
328	18377	649709
329	18469	650909
330	18568	652358
331	18589	651097
332	18676	652109
333	18745	652514
334	18820	653111
335	18899	653841
336	18939	653212
337	18982	652700
338	19054	653209
339	19143	654272
340	19146	652373
341	19221	652957
342	19305	653850
343	19382	654504
344	19440	654496
345	19529	655534
346	19530	653635
347	19619	654651
348	19706	655608
349	19714	653972
350	19794	654668
351	19795	652791
352	19868	653304
353	19946	653950
354	20028	654726
355	20099	655155
356	20101	653337
357	20181	654029
358	20264	654848
359	20284	653609
360	20365	654332
361	20445	655040
362	20537	656128
363	20539	654315
364	20540	652515
365	20583	652032
366	20604	650859
367	20694	651883
368	20788	652999
369	20849	653101
370	20850	651321
371	20935	652141
372	20938	650426
373	20948	648963
374	21018	649338
375	21063	648946
376	21106	648481
377	21164	648495
378	21240	649049
379	21246	647470
380	21334	648375
381	21421	649262
382	21423	647578
383	21515	648600
384	21599	649387
385	21685	650229
386	21768	650984
387	21851	651727
388	21941	652674
389	21945	651041
390	22047	652353
391	22127	652973
392	22128	651312
393	22153	650333
394	22250	651474
395	22347	652586
396	22452	653964
397	22470	652766
398	22560	653686
399	22635	654177
400	22708	654591
401	22813	655926
402	22910	657020
403	23002	657967
404	23086	658678
405	23158	659056
406	23229	659387
407	23323	660363
408	23324	658733
409	23325	657104
410	23419	658091
411	23421	656480
412	23504	657168
413	23509	655640
414	23511	654083
415	23513	652490
416	23612	653626
417	23617	652131
418	23702	652860
419	23783	653481
420	23897	654996
421	24001	656243
422	24104	657431
423	24131	656551
424	24132	654984
425	24221	655787
426	24302	656382
427	24306	654917
428	24402	655898
429	24497	656864
430	24541	656462
431	24614	656835
432	24615	655297
433	24647	654587
434	24729	655190
435	24811	655807
436	24857	655456
437	24858	653937
438	24919	653983
439	25004	654654
440	25058	654533
441	25129	654853
442	25205	655275
443	25279	655675
444	25362	656277
445	25447	656948
446	25530	657577
447	25532	656081
448	25581	655825
449	25661	656375
450	25765	657497
451	25877	658850
452	25879	657378
453	25882	655947
454	25986	657085
455	26028	656654
456	26124	657581
457	26244	659085
458	26339	659978
459	26362	659064
460	26473	660349
461	26482	659080
462	26594	660372
463	26597	658974
464	26599	657551
465	26626	656758
466	26736	657987
467	26841	659097
468	26943	660155
469	27041	661069
470	27050	659845
471	27126	660223
472	27213	660892
473	27280	661057
474	27359	661534
475	27449	662253
476	27450	660837
477	27536	661444
478	27634	662365
479	27701	662535
480	27757	662429
481	27855	663328
482	27858	661959
483	27936	662402
484	28038	663395
485	28149	664589
486	28206	664497
487	28208	663140
488	28209	661749
489	28321	662943
490	28394	663254
491	28396	661881
492	28471	662227
493	28564	662997
494	28567	661674
495	28668	662620
496	28765	663468
497	28870	664494
498	28961	665194
499	29055	665950
500	29059	664660
501	29141	665149
502	29166	664333
503	29234	664500
504	29321	665097
505	29365	664720
506	29432	664862
507	29519	665468
508	29521	664145
509	29600	664550
510	29678	664942
511	29764	665522
512	29846	665982
513	29928	666459
514	30003	666773
515	30077	667073
516	30149	667320
517	30212	667357
518	30279	667498
519	30281	666187
520	30347	666295
521	30426	666693
522	30441	665687
523	30444	664426
524	30446	663155
525	30461	662169
526	30548	662737
527	30550	661464
528	30661	662547
529	30759	663363
530	30784	662598
531	30785	661313
532	30863	661673
533	30943	662101
534	31010	662240
535	31011	660965
536	31117	661928
537	31120	660706
538	31190	660906
539	31282	661556
540	31377	662286
541	31389	661260
542	31471	661719
543	31558	662257
544	31567	661177
545	31568	659929
546	31631	659984
547	31693	660019
548	31770	660345
549	31771	659107
550	31774	657919
551	31840	658039
552	31885	657712
553	31967	658168
554	32051	658648
555	32058	657546
556	32132	657828
557	32214	658253
558	32286	658489
559	32287	657276
560	32288	656068
561	32364	656396
562	32366	655208
563	32377	654213
564	32456	654579
565	32460	653449
566	32462	652274
567	32559	653025
568	32634	653330
569	32644	652319
570	32726	652749
571	32803	653095
572	32870	653215
573	32876	652136
574	32953	652480
575	33032	652857
576	33087	652750
577	33172	653237
578	33245	653491
579	33347	654309
580	33404	654240
581	33499	654915
582	33594	655577
583	33616	654836
584	33715	655576
585	33716	654429
586	33811	655099
587	33898	655605
588	33964	655712
589	34050	656195
590	34116	656303
591	34194	656630
592	34278	657078
593	34282	655985
594	34353	656183
595	34441	656702
596	34443	655572
597	34444	654439
598	34445	653317
599	34449	652238
600	34450	651121
601	34532	651519
602	34602	651711
603	34695	652325
604	34786	652896
605	34789	651814
606	34876	652309
607	34878	651214
608	34951	651448
609	35016	651545
610	35101	651989
611	35151	651798
612	35161	650860
613	35163	649781
614	35223	649774
615	35226	648710
616	35227	647622
617	35315	648129
618	35323	647179
619	35416	647785
620	35507	648332
621	35595	648838
622	35647	648684
623	35722	648954
624	35763	648602
625	35838	648876
626	35910	649079
627	35986	649361
628	36061	649618
629	36062	648556
630	36154	649122
631	36155	648055
632	36229	648298
633	36294	648377
634	36318	647735
635	36319	646674
636	36413	647266
637	36483	647446
638	36536	647301
639	36619	647703
640	36700	648065
641	36762	648097
642	36764	647064
643	36850	647507
644	36923	647735
645	36993	647905
646	36994	646867
647	37070	647133
648	37146	647395
649	37146	646353
650	37148	645330
651	37186	644944
652	37244	644906
653	37245	643888
654	37342	644518
655	37345	643526
656	37354	642652
657	37456	643356
658	37558	644084
659	37648	644593
660	37725	644868
661	37728	643892
662	37731	642913
663	37818	643363
664	37877	643349
665	37960	643740
666	38046	644173
667	38124	644466
668	38128	643519
669	38187	643481
670	38188	642488
671	38276	642951
672	38367	643473
673	38368	642476
674	38388	641800
675	38465	642073
676	38559	642644
677	38643	643035
678	38645	642053
679	38656	641249
680	38741	641655
681	38810	641791
682	38894	642193
683	38973	642496
684	38978	641576
685	39052	641798
686	39132	642122
687	39201	642269
688	39208	641387
689	39288	641708
690	39382	642261
691	39473	642757
692	39562	643222
693	39613	643066
694	39615	642113
695	39702	642542
696	39780	642823
697	39858	643096
698	39942	643472
699	39950	642633
700	40029	642927
701	40105	643172
702	40189	643548
703	40191	642601
704	40272	642931
705	40273	641980
706	40286	641224
707	40294	640382
708	40362	640501
709	40445	640855
710	40525	641167
711	40606	641488
712	40669	641528
713	40707	641169
714	40782	641390
715	40845	641436
716	40914	641557
717	40957	641280
718	40963	640427
719	41037	640636
720	41112	640870
721	41113	639941
722	41115	639018
723	41171	638954
724	41250	639237
725	41330	639548
726	41381	639385
727	41438	639341
728	41441	638448
729	41450	637661
730	41514	637711
731	41591	637967
732	41593	637060
733	41594	636151
734	41604	635391
735	41605	634486
736	41678	634670
737	41679	633776
738	41751	633963
739	41820	634094
740	41887	634195
741	41957	634335
742	41958	633448
743	41961	632577
744	42032	632740
745	42085	632636
746	42167	632956
747	42260	633449
748	42353	633949
749	42443	634384
750	42530	634790
751	42533	633932
752	42606	634112
753	42661	634045
754	42766	634696
755	42867	635298
756	42938	635456
757	42969	635021
758	43060	635470
759	43145	635825
760	43221	636055
761	43333	636813
762	43335	635947
763	43337	635088
764	43437	635663
765	43520	635996
766	43523	635142
767	43639	635959
768	43784	637176
769	43786	636326
770	43843	636268
771	43859	635617
772	43949	636046
773	44044	636534
774	44109	636594
775	44202	637056
776	44286	637392
777	44362	637609
778	44444	637913
779	44448	637100
780	44506	637047
781	44507	636196
782	44511	635384
783	44575	635430
784	44659	635763
785	44715	635683
786	44796	635971
787	44799	635147
788	44872	635325
789	44946	635515
790	45019	635673
791	45030	634977
792	45032	634146
793	45098	634225
794	45176	634456
795	45260	634784
796	45261	633945
797	45353	634374
798	45354	633542
799	45356	632724
800	45440	633052
801	45483	632798
802	45546	632825
803	45547	631994
804	45623	632214
805	45625	631395
806	45625	630565
807	45699	630737
808	45700	629924
809	45703	629127
810	45779	629339
811	45836	629296
812	45900	629344
813	45941	629077
814	45943	628272
815	46016	628435
816	46088	628601
817	46098	627914
818	46188	628304
819	46191	627533
820	46278	627894
821	46357	628135
822	46433	628352
823	46445	627688
824	46449	626926
825	46450	626126
826	46451	625330
827	46535	625648
828	46624	626022
829	46627	625256
830	46725	625757
831	46726	624964
832	46825	625486
833	46918	625919
834	46923	625182
835	46999	625386
836	47001	624612
837	47091	624996
838	47092	624210
839	47178	624552
840	47179	623767
841	47266	624126
842	47293	623682
843	47295	622906
844	47385	623299
845	47447	623329
846	47459	622690
847	47541	622970
848	47618	623193
849	47629	622545
850	47709	622797
851	47778	622915
852	47780	622148
853	47791	621516
854	47851	621507
855	47931	621761
856	48015	622066
857	48019	621342
858	48035	620770
859	48111	620977
860	48112	620214
861	48193	620473
862	48194	619710
863	48201	619034
864	48272	619167
865	48362	619557
866	48443	619815
867	48462	619288
868	48524	619321
869	48604	619567
870	48671	619653
871	48672	618901
872	48755	619189
873	48761	618505
874	48763	617764
875	48764	617018
876	48837	617181
877	48838	616437
878	48912	616611
879	48914	615871
880	48995	616145
881	48998	615423
882	49079	615692
883	49131	615592
884	49211	615841
885	49282	615981
886	49284	615253
887	49395	615883
888	49397	615166
889	49481	615455
890	49573	615859
891	49665	616247
892	49761	616696
893	49843	616971
894	49845	616243
895	49845	615508
896	49924	615739
897	49985	615740
898	50061	615942
899	50121	615939
900	50204	616221
901	50212	615576
902	50297	615874
903	50373	616077
904	50375	615355
905	50454	615591
906	50534	615825
907	50623	616178
908	50688	616233
909	50761	616389
910	50838	616590
911	50917	616812
912	50997	617058
913	51076	617276
914	51150	617440
915	51233	617708
916	51309	617892
917	51396	618219
918	51399	617517
919	51469	617628
920	51537	617717
921	51613	617903
922	51691	618109
923	51769	618315
924	51809	618072
925	51870	618080
926	51947	618271
927	51950	617579
928	52032	617834
929	52108	618017
930	52127	617528
931	52212	617808
932	52294	618065
933	52379	618346
934	52450	618468
935	52472	618014
936	52550	618208
937	52632	618461
938	52715	618713
939	52716	618016
940	52789	618155
941	52791	617466
942	52868	617657
943	52943	617826
944	53008	617874
945	53079	617984
946	53118	617729
947	53138	617255
948	53221	617511
949	53294	617658
950	53373	617858
951	53441	617942
952	53509	618030
953	53585	618198
954	53653	618282
955	53728	618443
956	53805	618623
957	53879	618770
958	53963	619032
959	54038	619187
960	54040	618514
961	54041	617826
962	54110	617919
963	54195	618193
964	54285	618513
965	54287	617843
966	54380	618207
967	54447	618275
968	54536	618590
969	54543	617977
970	54615	618095
971	54708	618454
972	54709	617775
973	54717	617173
974	54805	617479
975	54892	617762
976	54970	617957
977	55081	618517
978	55186	618997
979	55301	619602
980	55393	619940
981	55419	619552
982	55518	619966
983	55520	619307
984	55623	619763
985	55713	620079
986	55727	619557
987	55823	619935
988	55913	620249
989	56016	620712
990	56109	621049
991	56118	620466
992	56119	619804
993	56121	619140
994	56224	619599
995	56345	620251
996	56450	620730
997	56451	620064
998	56463	619520
999	56558	619885
1000	56635	620043
1001	56716	620257
1002	56717	619599
1003	56809	619927
1004	56816	619333
1005	56894	619499
1006	56978	619747
1007	56979	619083
1008	56980	618426
1009	56981	617765
1010	56982	617114
1011	57049	617171
1012	57127	617351
1013	57225	617736
1014	57230	617133
1015	57231	616480
1016	57239	615901
1017	57247	615322
1018	57318	615425
1019	57423	615898
1020	57425	615257
1021	57512	615526
1022	57594	615752
1023	57673	615937
1024	57750	616103
1025	57754	615487
1026	57836	615703
1027	57896	615683
1028	57907	615144
1029	57988	615357
1030	58054	615403
1031	58093	615157
1032	58171	615335
1033	58261	615638
1034	58336	615768
1035	58414	615944
1036	58469	615872
1037	58563	616214
1038	58643	616405
1039	58717	616529
1040	58783	616580
1041	58785	615946
1042	58861	616095
1043	58938	616252
1044	58982	616073
1045	59067	616309
1046	59156	616591
1047	59267	617105
1048	59367	617505
1049	59472	617947
1050	59566	618278
1051	59663	618642
1052	59756	618963
1053	59840	619184
1054	59930	619472
1055	59969	619227
1056	60033	619247
1057	60076	619050
1058	60131	618974
1059	60133	618355
1060	60173	618126
1061	60263	618414
1062	60264	617786
1063	60362	618150
1064	60366	617547
1065	60390	617164
1066	60425	616883
1067	60514	617156
1068	60591	617305
1069	60595	616716
1070	60602	616154
1071	60604	615546
1072	60627	615145
1073	60699	615249
1074	60700	614631
1075	60785	614863
1076	60863	615022
1077	60936	615133
1078	60937	614513
1079	61008	614608
1080	61073	614635
1081	61161	614895
1082	61245	615111
1083	61338	615420
1084	61422	615641
1085	61502	615813
1086	61586	616030
1087	61669	616244
1088	61709	616014
1089	61713	615431
1090	61794	615621
1091	61795	615015
1092	61797	614414
1093	61875	614569
1094	61955	614747
1095	62035	614924
1096	62109	615040
1097	62111	614444
1098	62199	614691
1099	62287	614944
1100	62392	615371
1101	62493	615748
1102	62496	615165
1103	62523	614810
1104	62642	615373
1105	62733	615645
1106	62844	616122
1107	62944	616492
1108	62945	615891
1109	63045	616259
1110	63075	615932
1111	63076	615334
1112	63160	615546
1113	63232	615640
1114	63318	615862
1115	63394	615993
1116	63488	616302
1117	63493	615737
1118	63496	615158
1119	63596	615518
1120	63694	615863
1121	63696	615274
1122	63801	615683
1123	63803	615104
1124	63807	614537
1125	63814	614003
1126	63913	614349
1127	64005	614633
1128	64075	614704
1129	64155	614869
1130	64241	615093
1131	64303	615084
1132	64331	614756
1133	64405	614865
1134	64413	614335
1135	64487	614449
1136	64566	614602
1137	64607	614391
1138	64681	614501
1139	64744	614508
1140	64811	614543
1141	64878	614583
1142	64954	614705
1143	64976	614326
1144	65055	614474
1145	65138	614664
1146	65144	614133
1147	65228	614326
1148	65251	613954
1149	65338	614180
1150	65414	614305
1151	65418	613753
1152	65495	613883
1153	65567	613970
1154	65644	614098
1155	65726	614285
1156	65728	613709
1157	65738	613220
1158	65803	613235
1159	65879	613361
1160	65923	613185
1161	65925	612620
1162	65927	612054
1163	65931	611510
1164	66010	611657
1165	66090	611820
1166	66170	611977
1167	66251	612141
1168	66253	611587
1169	66337	611777
1170	66411	611878
1171	66497	612095
1172	66598	612442
1173	66692	612727
1174	66693	612163
1175	66742	612030
1176	66832	612280
1177	66923	612536
1178	66925	611976
1179	66998	612073
1180	67098	612408
1181	67187	612649
1182	67290	613009
1183	67398	613417
1184	67400	612865
1185	67517	613347
1186	67525	612851
1187	67527	612293
1188	67530	611753
1189	67658	612337
1190	67742	612527
1191	67855	612974
1192	67970	613440
1193	68086	613919
1194	68190	614287
1195	68299	614693
1196	68419	615208
1197	68484	615219
1198	68577	615483
1199	68578	614923
1200	68685	615307
1201	68686	614750
1202	68702	614328
1203	68792	614563
1204	68884	614814
1205	68971	615022
1206	69066	615302
1207	69173	615688
1208	69259	615887
1209	69372	616328
1210	69374	615775
1211	69421	615625
1212	69533	616056
1213	69632	616367
1214	69731	616678
1215	69760	616367
1216	69763	615832
1217	69870	616210
1218	69873	615678
1219	69978	616037
1220	70038	616007
1221	70039	615453
1222	70054	615023
1223	70131	615137
1224	70205	615233
1225	70230	614889
1226	70231	614339
1227	70234	613808
1228	70334	614127
1229	70439	614480
1230	70545	614849
1231	70637	615094
1232	70704	615125
1233	70786	615278
1234	70882	615560
1235	70973	615796
1236	71054	615937
1237	71055	615396
1238	71152	615680
1239	71220	615715
1240	71312	615956
1241	71314	615415
1242	71316	614882
1243	71404	615091
1244	71485	615234
1245	71558	615313
1246	71614	615238
1247	71700	615432
1248	71775	615520
1249	71815	615317
1250	71899	615482
1251	71981	615636
1252	72062	615783
1253	72153	616005
1254	72243	616227
1255	72244	615689
1256	72324	615820
1257	72402	615941
1258	72491	616152
1259	72575	616314
1260	72631	616245
1261	72711	616374
1262	72784	616451
1263	72859	616537
1264	72865	616047
1265	72950	616219
1266	73004	616130
1267	73045	615935
1268	73047	615409
1269	73122	615498
1270	73215	615734
1271	73305	615953
1272	73307	615427
1273	73383	615526
1274	73467	615685
1275	73546	615806
1276	73591	615644
1277	73593	615120
1278	73650	615063
1279	73731	615198
1280	73810	615319
1281	73871	615290
1282	73937	615296
1283	73943	614816
1284	74024	614946
1285	74036	614511
1286	74095	614467
1287	74096	613940
1288	74139	613765
1289	74217	613879
1290	74306	614078
1291	74391	614246
1292	74473	614391
1293	74476	613888
1294	74477	613363
1295	74481	612859
1296	74482	612339
1297	74554	612406
1298	74555	611885
1299	74627	611948
1300	74707	612074
1301	74784	612179
1302	74785	611659
1303	74862	611756
1304	74936	611839
1305	74938	611327
1306	74940	610818
1307	75013	610886
1308	75014	610370
1309	75016	609868
1310	75017	609355
1311	75059	609175
1312	75142	609327
1313	75147	608842
1314	75156	608397
1315	75158	607890
1316	75160	607389
1317	75248	607580
1318	75326	607698
1319	75327	607189
1320	75328	606680
1321	75403	606763
1322	75415	606346
1323	75418	605851
1324	75501	606009
1325	75566	606011
1326	75646	606139
1327	75722	606238
1328	75729	605780
1329	75803	605857
1330	75804	605353
1331	75882	605466
1332	75884	604967
1333	75961	605075
1334	76034	605143
1335	76099	605149
1336	76170	605201
1337	76217	605069
1338	76218	604568
1339	76292	604648
1340	76363	604700
1341	76431	604730
1342	76434	604244
1343	76495	604222
1344	76573	604335
1345	76587	603933
1346	76663	604034
1347	76666	603549
1348	76726	603518
1349	76729	603038
1350	76730	602543
1351	76751	602205
1352	76836	602368
1353	76909	602442
1354	76996	602617
1355	77033	602410
1356	77117	602561
1357	77209	602776
1358	77292	602927
1359	77359	602948
1360	77360	602459
1361	77442	602592
1362	77442	602098
1363	77495	602011
1364	77580	602174
1365	77660	602291
1366	77661	601805
1367	77663	601325
1368	77664	600838
1369	77740	600928
1370	77742	600449
1371	77824	600586
1372	77905	600719
1373	77909	600258
1374	77975	600272
1375	77977	599789
1376	77979	599317
1377	78003	599009
1378	78089	599173
1379	78093	598717
1380	78181	598900
1381	78269	599087
1382	78361	599301
1383	78368	598863
1384	78380	598463
1385	78425	598316
1386	78492	598344
1387	78571	598456
1388	78650	598569
1389	78651	598091
1390	78682	597842
1391	78758	597930
1392	78833	598010
1393	78890	597956
1394	78895	597514
1395	78901	597076
1396	78902	596599
1397	78967	596605
1398	79031	596602
1399	79039	596180
1400	79134	596418
1401	79135	595946
1402	79246	596296
1403	79334	596476
1404	79442	596807
1405	79540	597059
1406	79623	597203
1407	79713	597394
1408	79794	597522
1409	79830	597314
1410	79838	596896
1411	79898	596863
1412	79979	596991
1413	79981	596522
1414	80074	596741
1415	80166	596944
1416	80241	597027
1417	80324	597165
1418	80407	597305
1419	80444	597101
1420	80445	596634
1421	80447	596173
1422	80449	595711
1423	80504	595643
1424	80506	595185
1425	80589	595321
1426	80663	595395
1427	80747	595540
1428	80819	595597
1429	80893	595671
1430	80895	595211
1431	80976	595332
1432	81058	595468
1433	81061	595015
1434	81149	595188
1435	81150	594726
1436	81239	594911
1437	81244	594473
1438	81245	594010
1439	81330	594164
1440	81342	593781
1441	81427	593935
1442	81432	593503
1443	81435	593054
1444	81505	593103
1445	81596	593293
1446	81603	592879
1447	81689	593035
1448	81781	593237
1449	81781	592777
1450	81866	592926
1451	81951	593072
1452	81952	592616
1453	82030	592717
1454	82031	592262
1455	82116	592409
1456	82184	592441
1457	82186	591991
1458	82256	592030
1459	82340	592173
1460	82393	592093
1461	82470	592185
1462	82536	592196
1463	82617	592316
1464	82618	591866
1465	82704	592022
1466	82779	592093
1467	82821	591934
1468	82904	592072
1469	82911	591659
1470	82978	591681
1471	83063	591827
1472	83146	591959
1473	83156	591569
1474	83247	591761
1475	83334	591923
1476	83412	592020
1477	83413	591572
1478	83414	591122
1479	83502	591289
1480	83579	591374
1481	83597	591052
1482	83675	591142
1483	83676	590699
1484	83689	590331
1485	83769	590445
1486	83847	590542
1487	83921	590606
1488	83999	590704
1489	84081	590825
1490	84141	590793
1491	84228	590953
1492	84304	591032
1493	84367	591021
1494	84445	591121
1495	84525	591228
1496	84593	591246
1497	84598	590835
1498	84599	590391
1499	84678	590493
1500	84754	590569
1501	84814	590539
1502	84897	590665
1503	84966	590699
1504	84967	590258
1505	85034	590275
1506	85132	590503
1507	85134	590070
1508	85228	590270
1509	85289	590246
1510	85290	589809
1511	85297	589413
1512	85385	589574
1513	85458	589632
1514	85534	589709
1515	85621	589861
1516	85709	590019
1517	85772	590007
1518	85775	589588
1519	85867	589777
1520	85939	589825
1521	86008	589853
1522	86078	589891
1523	86153	589956
1524	86159	589558
1525	86240	589669
1526	86304	589660
1527	86368	589659
1528	86369	589224
1529	86447	589311
1530	86448	588880
1531	86532	589011
1532	86534	588580
1533	86601	588598
1534	86686	588730
1535	86761	588802
1536	86839	588892
1537	86926	589042
1538	87014	589202
1539	87096	589314
1540	87169	589367
1541	87171	588947
1542	87268	589161
1543	87355	589309
1544	87432	589394
1545	87513	589498
1546	87574	589471
1547	87576	589051
1548	87642	589051
1549	87643	588624
1550	87729	588768
1551	87802	588818
1552	87881	588914
1553	87882	588487
1554	87961	588578
1555	87963	588154
1556	88019	588098
1557	88090	588134
1558	88159	588166
1559	88245	588301
1560	88321	588377
1561	88386	588372
1562	88443	588320
1563	88444	587897
1564	88484	587731
1565	88536	587640
1566	88537	587217
1567	88538	586793
1568	88539	586369
1569	88614	586436
1570	88689	586501
1571	88731	586352
1572	88798	586364
1573	88799	585943
1574	88802	585530
1575	88881	585623
1576	88963	585738
1577	88967	585332
1578	89037	585371
1579	89117	585470
1580	89118	585048
1581	89193	585115
1582	89277	585235
1583	89361	585364
1584	89437	585433
1585	89453	585111
1586	89518	585114
1587	89593	585177
1588	89593	584757
1589	89676	584870
1590	89756	584969
1591	89836	585062
1592	89837	584647
1593	89921	584769
1594	89988	584783
1595	90093	585040
1596	90167	585103
1597	90168	584687
1598	90249	584785
1599	90332	584905
1600	90416	585023
1601	90496	585120
1602	90577	585220
1603	90657	585314
1604	90741	585436
1605	90821	585530
1606	90821	585114
1607	90877	585053
1608	90929	584966
1609	90930	584551
1610	90931	584142
1611	91012	584243
1612	91014	583837
1613	91094	583929
1614	91095	583520
1615	91142	583400
1616	91206	583395
1617	91278	583436
1618	91353	583502
1619	91432	583585
1620	91432	583174
1621	91503	583207
1622	91582	583292
1623	91588	582919
1624	91656	582934
1625	91730	582990
1626	91753	582720
1627	91754	582311
1628	91803	582209
1629	91870	582223
1630	91950	582314
1631	92035	582439
1632	92047	582100
1633	92124	582174
1634	92187	582162
1635	92267	582254
1636	92269	581856
1637	92311	581708
1638	92388	581781
1639	92474	581912
1640	92553	582000
1641	92627	582049
1642	92627	581644
1643	92711	581758
1644	92799	581899
1645	92857	581852
1646	92859	581456
1647	92927	581476
1648	92929	581077
1649	93007	581155
1650	93093	581284
1651	93114	581008
1652	93184	581035
1653	93264	581127
1654	93266	580729
1655	93337	580764
1656	93408	580803
1657	93413	580423
1658	93481	580444
1659	93483	580049
1660	93549	580050
1661	93550	579651
1662	93628	579729
1663	93632	579348
1664	93709	579421
1665	93785	579485
