iter	RMSE
417	1.159192211
418	1.159184952
419	1.159180312
420	1.159173515
421	1.159168533
422	1.159162528
423	1.159158893
424	1.159158849
425	1.159152129
426	1.159148192
427	1.15914786
428	1.159142226
429	1.159138995
430	1.159137882
431	1.159130213
432	1.159130131
433	1.159128458
434	1.159124802
435	1.159120885
436	1.159116415
437	1.159116377
438	1.159113907
439	1.159108192
440	1.159103926
441	1.159096458
442	1.159087811
443	1.159079673
444	1.159077853
445	1.159075113
446	1.159073282
447	1.159073274
448	1.159068511
449	1.159064955
450	1.159060832
451	1.159054332
452	1.159054326
453	1.159053817
454	1.159050938
455	1.159049159
456	1.159046206
457	1.159042876
458	1.159041681
459	1.159039916
460	1.159037351
461	1.159036786
462	1.159033881
463	1.159033835
464	1.159033821
465	1.159032854
466	1.159032102
467	1.159029754
468	1.159028268
469	1.159027014
470	1.159026665
471	1.159024597
472	1.159022778
473	1.159021494
474	1.159019564
475	1.159017865
476	1.159017864
477	1.15901442
478	1.159013666
479	1.159011671
480	1.159011034
481	1.159008669
482	1.159008306
483	1.159006691
484	1.159005177
485	1.15900366
486	1.159002223
487	1.159002124
488	1.159002124
489	1.15900097
490	1.158999976
491	1.158999968
492	1.15899904
493	1.158998291
494	1.158998157
495	1.158995066
496	1.158993824
497	1.158992422
498	1.158988608
499	1.158986005
500	1.158985918
501	1.158984865
502	1.15898428
503	1.158983593
504	1.15898158
505	1.158980245
506	1.158979237
507	1.158977001
508	1.158976906
509	1.158976339
510	1.158975486
511	1.158974357
512	1.158973384
513	1.158972844
514	1.158971842
515	1.158970801
516	1.158970155
517	1.15896974
518	1.158968957
519	1.15896891
520	1.158968513
521	1.158968252
522	1.158967615
523	1.158967588
524	1.158967532
525	1.158967371
526	1.158966661
527	1.158966632
528	1.158965774
529	1.158965282
530	1.158964905
531	1.158964905
532	1.158963937
533	1.158963379
534	1.158963124
535	1.158963124
536	1.158962266
537	1.15896222
538	1.158961816
539	1.158961247
540	1.158960693
541	1.158960435
542	1.158959482
543	1.158958867
544	1.158958782
545	1.15895878
546	1.158957976
547	1.158957771
548	1.158956987
549	1.158956986
550	1.158956849
551	1.158956439
552	1.158956042
553	1.158955731
554	1.158955489
555	1.158955319
556	1.158955042
557	1.158954858
558	1.158954726
559	1.158954725
560	1.158954679
561	1.15895437
562	1.158954342
563	1.158954317
564	1.158954008
565	1.158953978
566	1.158953967
567	1.158953524
568	1.158952659
569	1.158952589
570	1.158952274
571	1.158951954
572	1.158951255
573	1.158951144
574	1.158950971
575	1.158950419
576	1.158950116
577	1.158949836
578	1.158949714
579	1.158949078
580	1.158948791
581	1.158948595
582	1.158948419
583	1.158948169
584	1.158947996
585	1.158947996
586	1.158947607
587	1.158947522
588	1.158947341
589	1.158947082
590	1.158946794
591	1.158946428
592	1.158946184
593	1.158946148
594	1.15894594
595	1.158945729
596	1.158945721
597	1.158945713
598	1.158945705
599	1.158945675
600	1.158945674
601	1.158945647
602	1.158945407
603	1.158945241
604	1.158945093
605	1.158945043
606	1.158944955
607	1.158944942
608	1.158944847
609	1.158944734
610	1.158944589
611	1.158944384
612	1.158944275
613	1.158944259
614	1.158944196
615	1.158944168
616	1.158944166
617	1.158944069
618	1.15894398
619	1.158943885
620	1.15894374
621	1.158943638
622	1.158943584
623	1.158943473
624	1.158943297
625	1.158943119
626	1.158942839
627	1.158942661
628	1.158942572
629	1.158942571
630	1.158942514
631	1.158942513
632	1.158942412
633	1.158942362
634	1.158942321
635	1.158942321
636	1.158942182
637	1.158942075
638	1.158942003
639	1.158941845
640	1.158941733
641	1.158941705
642	1.158941697
643	1.158941649
644	1.158941521
645	1.158941481
646	1.158941481
647	1.158941457
648	1.158941421
649	1.158941421
650	1.158941417
651	1.158941384
652	1.1589413
653	1.1589413
654	1.158941208
655	1.158941201
656	1.158941114
657	1.158940945
658	1.158940859
659	1.158940766
660	1.158940726
661	1.158940702
662	1.158940673
663	1.158940617
664	1.158940534
665	1.158940497
666	1.158940467
667	1.158940385
668	1.158940375
669	1.158940329
670	1.158940329
671	1.158940271
672	1.158940245
673	1.158940245
674	1.158940233
675	1.158940036
676	1.158940017
677	1.158939893
678	1.158939892
679	1.15893985
680	1.15893978
681	1.158939718
682	1.158939701
683	1.158939663
684	1.158939659
685	1.158939623
686	1.158939579
687	1.15893955
688	1.158939544
689	1.15893952
690	1.158939466
691	1.158939426
692	1.158939385
693	1.158939283
694	1.158939281
695	1.15893927
696	1.158939231
697	1.158939199
698	1.158939178
699	1.158939173
700	1.158939122
701	1.158939049
702	1.158939025
703	1.158939025
704	1.158938988
705	1.158938988
706	1.158938952
707	1.158938936
708	1.158938912
709	1.158938867
710	1.158938826
711	1.15893878
712	1.158938759
713	1.158938738
714	1.158938704
715	1.158938653
716	1.158938622
717	1.158938596
718	1.158938591
719	1.158938555
720	1.158938539
721	1.158938539
722	1.158938539
723	1.158938506
724	1.158938488
725	1.158938479
726	1.15893846
727	1.158938441
728	1.158938438
729	1.158938432
730	1.158938415
731	1.158938399
732	1.158938399
733	1.158938399
734	1.158938391
735	1.158938391
736	1.158938377
737	1.158938376
738	1.158938371
739	1.158938356
740	1.15893834
741	1.158938329
742	1.158938329
743	1.158938326
744	1.1589383
745	1.158938294
746	1.158938277
747	1.158938262
748	1.158938249
749	1.158938233
750	1.158938223
751	1.15893822
752	1.158938213
753	1.158938205
754	1.1589382
755	1.158938188
756	1.15893818
757	1.158938168
758	1.158938156
759	1.158938136
760	1.158938113
761	1.15893809
762	1.15893809
763	1.158938089
764	1.158938075
765	1.158938057
766	1.158938056
767	1.158938048
768	1.158938024
769	1.158938024
770	1.15893802
771	1.158938015
772	1.158938005
773	1.158937987
774	1.158937976
775	1.158937969
776	1.158937961
777	1.158937954
778	1.158937942
779	1.15893794
780	1.158937931
781	1.158937931
782	1.15893793
783	1.158937927
784	1.158937917
785	1.158937905
786	1.158937899
787	1.158937897
788	1.158937886
789	1.158937876
790	1.158937866
791	1.158937861
792	1.15893786
793	1.158937836
794	1.158937832
795	1.158937825
796	1.158937825
797	1.15893782
798	1.15893782
799	1.15893782
800	1.158937819
801	1.158937802
802	1.158937797
803	1.158937797
804	1.158937788
805	1.158937787
806	1.158937787
807	1.15893778
808	1.15893778
809	1.158937778
810	1.15893776
811	1.158937755
812	1.158937753
813	1.158937751
814	1.15893775
815	1.158937748
816	1.15893774
817	1.158937735
818	1.15893773
819	1.158937729
820	1.158937722
821	1.158937719
822	1.158937714
823	1.158937712
824	1.158937711
825	1.158937711
826	1.158937711
827	1.158937708
828	1.158937706
829	1.158937705
830	1.158937702
831	1.158937702
832	1.158937698
833	1.158937695
834	1.158937694
835	1.158937689
836	1.158937688
837	1.158937679
838	1.158937678
839	1.158937674
840	1.158937674
841	1.158937666
842	1.158937663
843	1.158937663
844	1.158937658
845	1.158937656
846	1.158937654
847	1.158937653
848	1.158937652
849	1.158937651
850	1.158937647
851	1.158937646
852	1.158937646
853	1.158937645
854	1.158937642
855	1.158937642
856	1.158937641
857	1.158937639
858	1.158937633
859	1.158937629
860	1.158937629
861	1.158937626
862	1.158937626
863	1.158937626
864	1.15893762
865	1.158937618
866	1.158937616
867	1.158937616
868	1.15893761
869	1.158937608
870	1.158937605
871	1.158937605
872	1.158937601
873	1.158937599
874	1.158937599
875	1.158937599
876	1.158937595
877	1.158937595
878	1.158937594
879	1.158937594
880	1.158937591
881	1.158937591
882	1.158937589
883	1.158937587
884	1.158937583
885	1.158937582
886	1.158937582
887	1.158937581
888	1.158937581
889	1.15893758
890	1.158937577
891	1.158937576
892	1.158937575
893	1.158937571
894	1.158937571
895	1.158937571
896	1.158937568
897	1.158937566
898	1.158937564
899	1.158937563
900	1.158937561
901	1.158937561
902	1.15893756
903	1.158937559
904	1.158937559
905	1.158937558
906	1.158937556
907	1.158937553
908	1.15893755
909	1.15893755
910	1.158937548
911	1.158937546
912	1.158937546
913	1.158937545
914	1.158937544
915	1.158937544
916	1.158937543
917	1.158937542
918	1.158937542
919	1.158937541
920	1.15893754
921	1.15893754
922	1.158937539
923	1.158937537
924	1.158937537
925	1.158937536
926	1.158937536
927	1.158937536
928	1.158937534
929	1.158937532
930	1.158937531
931	1.15893753
932	1.15893753
933	1.158937529
934	1.158937528
935	1.158937528
936	1.158937527
937	1.158937526
938	1.158937526
939	1.158937525
940	1.158937525
941	1.158937525
942	1.158937524
943	1.158937523
944	1.158937522
945	1.158937522
946	1.158937521
947	1.158937521
948	1.158937521
949	1.15893752
950	1.158937519
951	1.158937519
952	1.158937518
953	1.158937518
954	1.158937517
955	1.158937517
956	1.158937516
957	1.158937516
958	1.158937515
959	1.158937515
960	1.158937515
961	1.158937515
962	1.158937514
963	1.158937514
964	1.158937513
965	1.158937513
966	1.158937513
967	1.158937512
968	1.158937512
969	1.158937512
970	1.158937512
971	1.158937511
972	1.158937511
973	1.158937511
974	1.15893751
975	1.15893751
976	1.15893751
977	1.15893751
978	1.158937509
979	1.158937509
980	1.158937509
981	1.158937509
982	1.158937508
983	1.158937508
984	1.158937508
985	1.158937508
986	1.158937508
987	1.158937507
988	1.158937507
989	1.158937506
990	1.158937506
991	1.158937506
992	1.158937506
993	1.158937506
994	1.158937506
995	1.158937506
996	1.158937505
997	1.158937505
998	1.158937505
999	1.158937505
1000	1.158937505
1001	1.158937505
1002	1.158937505
1003	1.158937505
1004	1.158937505
1005	1.158937504
1006	1.158937504
1007	1.158937504
1008	1.158937504
1009	1.158937504
1010	1.158937504
1011	1.158937504
1012	1.158937504
1013	1.158937503
1014	1.158937503
1015	1.158937503
1016	1.158937503
1017	1.158937503
1018	1.158937503
1019	1.158937503
1020	1.158937503
1021	1.158937503
1022	1.158937503
1023	1.158937502
1024	1.158937502
1025	1.158937502
1026	1.158937502
1027	1.158937502
1028	1.158937502
1029	1.158937502
1030	1.158937502
1031	1.158937502
1032	1.158937501
1033	1.158937501
1034	1.158937501
1035	1.158937501
1036	1.158937501
1037	1.158937501
1038	1.158937501
1039	1.158937501
1040	1.158937501
1041	1.158937501
1042	1.158937501
1043	1.158937501
1044	1.158937501
1045	1.158937501
1046	1.1589375
1047	1.1589375
1048	1.1589375
1049	1.1589375
1050	1.1589375
1051	1.1589375
1052	1.1589375
1053	1.1589375
1054	1.1589375
1055	1.158937499
1056	1.158937499
1057	1.158937499
1058	1.158937499
1059	1.158937499
1060	1.158937499
1061	1.158937499
1062	1.158937499
1063	1.158937499
1064	1.158937499
1065	1.158937499
1066	1.158937499
1067	1.158937499
1068	1.158937499
1069	1.158937499
1070	1.158937499
1071	1.158937499
1072	1.158937499
1073	1.158937499
1074	1.158937499
1075	1.158937499
1076	1.158937499
1077	1.158937499
1078	1.158937499
1079	1.158937499
1080	1.158937499
1081	1.158937499
1082	1.158937498
1083	1.158937498
1084	1.158937498
1085	1.158937498
1086	1.158937498
1087	1.158937498
1088	1.158937498
1089	1.158937498
1090	1.158937498
1091	1.158937498
1092	1.158937498
1093	1.158937498
1094	1.158937498
1095	1.158937498
1096	1.158937498
1097	1.158937498
1098	1.158937498
1099	1.158937498
1100	1.158937498
1101	1.158937498
1102	1.158937498
1103	1.158937498
1104	1.158937498
1105	1.158937498
1106	1.158937498
1107	1.158937498
1108	1.158937498
1109	1.158937498
1110	1.158937498
1111	1.158937498
1112	1.158937497
1113	1.158937497
1114	1.158937497
1115	1.158937497
1116	1.158937497
1117	1.158937497
1118	1.158937497
1119	1.158937497
1120	1.158937497
1121	1.158937497
1122	1.158937497
1123	1.158937497
1124	1.158937497
1125	1.158937497
1126	1.158937497
1127	1.158937497
1128	1.158937497
1129	1.158937497
1130	1.158937497
1131	1.158937497
1132	1.158937497
1133	1.158937497
1134	1.158937497
1135	1.158937497
1136	1.158937497
1137	1.158937497
1138	1.158937497
1139	1.158937497
1140	1.158937497
1141	1.158937497
1142	1.158937497
1143	1.158937497
1144	1.158937497
1145	1.158937497
1146	1.158937497
1147	1.158937497
1148	1.158937497
1149	1.158937497
1150	1.158937497
1151	1.158937497
1152	1.158937497
1153	1.158937497
1154	1.158937497
1155	1.158937497
1156	1.158937497
1157	1.158937497
1158	1.158937497
1159	1.158937497
1160	1.158937497
1161	1.158937497
1162	1.158937497
1163	1.158937497
1164	1.158937497
1165	1.158937497
1166	1.158937497
1167	1.158937497
1168	1.158937497
1169	1.158937496
1170	1.158937496
1171	1.158937496
1172	1.158937496
1173	1.158937496
1174	1.158937496
1175	1.158937496
1176	1.158937496
1177	1.158937496
1178	1.158937496
1179	1.158937496
1180	1.158937496
1181	1.158937496
1182	1.158937496
1183	1.158937496
1184	1.158937496
1185	1.158937496
1186	1.158937496
1187	1.158937496
1188	1.158937496
1189	1.158937496
1190	1.158937496
1191	1.158937496
1192	1.158937496
1193	1.158937496
1194	1.158937496
1195	1.158937496
1196	1.158937496
1197	1.158937496
1198	1.158937496
1199	1.158937496
1200	1.158937496
1201	1.158937496
1202	1.158937496
1203	1.158937496
1204	1.158937496
1205	1.158937496
1206	1.158937496
1207	1.158937496
1208	1.158937496
1209	1.158937496
1210	1.158937496
1211	1.158937496
1212	1.158937496
1213	1.158937496
1214	1.158937496
1215	1.158937496
1216	1.158937496
1217	1.158937496
1218	1.158937496
1219	1.158937496
1220	1.158937496
1221	1.158937496
1222	1.158937496
1223	1.158937496
1224	1.158937496
1225	1.158937496
1226	1.158937496
1227	1.158937496
1228	1.158937496
1229	1.158937496
1230	1.158937496
1231	1.158937496
1232	1.158937496
1233	1.158937496
1234	1.158937496
1235	1.158937496
1236	1.158937496
1237	1.158937496
1238	1.158937496
1239	1.158937496
1240	1.158937496
1241	1.158937496
1242	1.158937496
1243	1.158937496
1244	1.158937496
1245	1.158937496
1246	1.158937496
1247	1.158937496
1248	1.158937496
1249	1.158937496
1250	1.158937496
1251	1.158937496
1252	1.158937496
1253	1.158937496
1254	1.158937496
1255	1.158937496
1256	1.158937496
1257	1.158937496
1258	1.158937496
1259	1.158937496
1260	1.158937496
1261	1.158937496
1262	1.158937496
1263	1.158937496
1264	1.158937496
1265	1.158937496
1266	1.158937496
1267	1.158937496
1268	1.158937496
1269	1.158937496
1270	1.158937496
1271	1.158937496
1272	1.158937496
1273	1.158937496
1274	1.158937496
1275	1.158937496
1276	1.158937496
1277	1.158937496
1278	1.158937496
1279	1.158937496
1280	1.158937496
1281	1.158937496
1282	1.158937496
1283	1.158937496
1284	1.158937496
1285	1.158937496
1286	1.158937496
1287	1.158937496
1288	1.158937496
1289	1.158937496
1290	1.158937496
1291	1.158937496
1292	1.158937496
1293	1.158937496
1294	1.158937496
1295	1.158937496
1296	1.158937496
1297	1.158937496
1298	1.158937496
1299	1.158937496
1300	1.158937496
1301	1.158937496
1302	1.158937496
1303	1.158937496
1304	1.158937496
1305	1.158937496
1306	1.158937496
1307	1.158937496
1308	1.158937496
1309	1.158937496
1310	1.158937496
1311	1.158937496
1312	1.158937496
1313	1.158937496
1314	1.158937496
1315	1.158937496
1316	1.158937496
1317	1.158937496
1318	1.158937496
1319	1.158937496
1320	1.158937496
1321	1.158937496
1322	1.158937496
1323	1.158937496
1324	1.158937496
1325	1.158937496
1326	1.158937496
1327	1.158937496
1328	1.158937496
1329	1.158937496
1330	1.158937496
1331	1.158937496
1332	1.158937496
1333	1.158937496
1334	1.158937496
1335	1.158937496
1336	1.158937496
1337	1.158937496
1338	1.158937496
1339	1.158937496
1340	1.158937496
1341	1.158937496
1342	1.158937496
1343	1.158937496
1344	1.158937496
1345	1.158937496
1346	1.158937496
1347	1.158937496
1348	1.158937496
1349	1.158937496
1350	1.158937496
1351	1.158937496
1352	1.158937496
1353	1.158937496
1354	1.158937496
1355	1.158937496
1356	1.158937496
1357	1.158937496
1358	1.158937496
1359	1.158937496
1360	1.158937496
1361	1.158937496
1362	1.158937496
1363	1.158937496
1364	1.158937496
1365	1.158937496
1366	1.158937496
1367	1.158937496
1368	1.158937496
1369	1.158937496
1370	1.158937496
1371	1.158937496
1372	1.158937496
1373	1.158937496
1374	1.158937496
1375	1.158937496
1376	1.158937496
1377	1.158937496
1378	1.158937496
1379	1.158937496
1380	1.158937496
1381	1.158937496
1382	1.158937496
1383	1.158937496
1384	1.158937496
1385	1.158937496
1386	1.158937496
1387	1.158937496
1388	1.158937496
1389	1.158937496
1390	1.158937496
1391	1.158937496
1392	1.158937496
1393	1.158937496
1394	1.158937496
1395	1.158937496
1396	1.158937496
1397	1.158937496
1398	1.158937496
1399	1.158937496
1400	1.158937496
1401	1.158937496
1402	1.158937496
1403	1.158937496
1404	1.158937496
1405	1.158937496
1406	1.158937496
1407	1.158937496
1408	1.158937496
1409	1.158937496
1410	1.158937496
1411	1.158937496
1412	1.158937496
1413	1.158937496
1414	1.158937496
1415	1.158937496
1416	1.158937496
1417	1.158937496
1418	1.158937496
1419	1.158937496
1420	1.158937496
1421	1.158937496
1422	1.158937496
1423	1.158937496
1424	1.158937496
1425	1.158937496
1426	1.158937496
1427	1.158937496
1428	1.158937496
1429	1.158937496
1430	1.158937496
1431	1.158937496
1432	1.158937496
1433	1.158937496
1434	1.158937496
1435	1.158937496
1436	1.158937496
1437	1.158937496
1438	1.158937496
1439	1.158937496
1440	1.158937496
1441	1.158937496
1442	1.158937496
1443	1.158937496
1444	1.158937496
1445	1.158937496
1446	1.158937496
1447	1.158937496
1448	1.158937496
1449	1.158937496
1450	1.158937496
1451	1.158937496
1452	1.158937496
1453	1.158937496
1454	1.158937496
1455	1.158937496
1456	1.158937496
1457	1.158937496
1458	1.158937496
1459	1.158937496
1460	1.158937496
1461	1.158937496
1462	1.158937496
1463	1.158937496
1464	1.158937496
1465	1.158937496
1466	1.158937496
1467	1.158937496
1468	1.158937496
1469	1.158937496
1470	1.158937496
1471	1.158937496
1472	1.158937496
1473	1.158937496
1474	1.158937496
1475	1.158937496
1476	1.158937496
1477	1.158937496
1478	1.158937496
1479	1.158937496
1480	1.158937496
1481	1.158937496
1482	1.158937496
1483	1.158937496
1484	1.158937496
1485	1.158937496
1486	1.158937496
1487	1.158937496
1488	1.158937496
1489	1.158937496
1490	1.158937496
1491	1.158937496
1492	1.158937496
1493	1.158937496
1494	1.158937496
1495	1.158937496
1496	1.158937496
1497	1.158937496
1498	1.158937496
1499	1.158937496
1500	1.158937496
1501	1.158937496
1502	1.158937496
1503	1.158937496
1504	1.158937496
1505	1.158937496
1506	1.158937496
1507	1.158937496
1508	1.158937496
1509	1.158937496
1510	1.158937496
1511	1.158937496
1512	1.158937496
1513	1.158937496
1514	1.158937496
1515	1.158937496
1516	1.158937496
1517	1.158937496
1518	1.158937496
1519	1.158937496
1520	1.158937496
1521	1.158937496
1522	1.158937496
1523	1.158937496
1524	1.158937496
1525	1.158937496
1526	1.158937496
1527	1.158937496
1528	1.158937496
1529	1.158937496
1530	1.158937496
1531	1.158937496
1532	1.158937496
1533	1.158937496
1534	1.158937496
1535	1.158937496
1536	1.158937496
1537	1.158937496
1538	1.158937496
1539	1.158937496
1540	1.158937496
1541	1.158937496
1542	1.158937496
1543	1.158937496
1544	1.158937496
1545	1.158937496
1546	1.158937496
1547	1.158937496
1548	1.158937496
1549	1.158937496
1550	1.158937496
1551	1.158937496
1552	1.158937496
1553	1.158937496
1554	1.158937496
1555	1.158937496
1556	1.158937496
1557	1.158937496
1558	1.158937496
1559	1.158937496
1560	1.158937496
1561	1.158937496
1562	1.158937496
1563	1.158937496
1564	1.158937496
1565	1.158937496
1566	1.158937496
1567	1.158937496
1568	1.158937496
1569	1.158937496
1570	1.158937496
1571	1.158937496
1572	1.158937496
1573	1.158937496
1574	1.158937496
1575	1.158937496
1576	1.158937496
1577	1.158937496
1578	1.158937496
1579	1.158937496
1580	1.158937496
1581	1.158937496
1582	1.158937496
1583	1.158937496
1584	1.158937496
1585	1.158937496
1586	1.158937496
1587	1.158937496
1588	1.158937496
1589	1.158937496
1590	1.158937496
1591	1.158937496
1592	1.158937496
1593	1.158937496
1594	1.158937496
1595	1.158937496
1596	1.158937496
1597	1.158937496
1598	1.158937496
1599	1.158937496
1600	1.158937496
1601	1.158937496
1602	1.158937496
1603	1.158937496
1604	1.158937496
1605	1.158937496
1606	1.158937496
1607	1.158937496
1608	1.158937496
1609	1.158937496
1610	1.158937496
1611	1.158937496
1612	1.158937496
1613	1.158937496
1614	1.158937496
1615	1.158937496
1616	1.158937496
1617	1.158937496
1618	1.158937496
1619	1.158937496
1620	1.158937496
1621	1.158937496
1622	1.158937496
1623	1.158937496
1624	1.158937496
1625	1.158937496
1626	1.158937496
1627	1.158937496
1628	1.158937496
1629	1.158937496
1630	1.158937496
1631	1.158937496
1632	1.158937496
1633	1.158937496
1634	1.158937496
1635	1.158937496
1636	1.158937496
1637	1.158937496
1638	1.158937496
1639	1.158937496
1640	1.158937496
1641	1.158937496
1642	1.158937496
1643	1.158937496
1644	1.158937496
1645	1.158937496
1646	1.158937496
1647	1.158937496
1648	1.158937496
1649	1.158937496
1650	1.158937496
1651	1.158937496
1652	1.158937496
1653	1.158937496
1654	1.158937496
1655	1.158937496
1656	1.158937496
1657	1.158937496
1658	1.158937496
1659	1.158937496
1660	1.158937496
1661	1.158937496
1662	1.158937496
1663	1.158937496
