iter	RMSE
1664	1.158937496
1665	1.158937496
1666	1.158937496
1667	1.158937496
1668	1.158937496
1669	1.158937496
1670	1.158937496
1671	1.158937496
1672	1.158937496
1673	1.158937496
1674	1.158937496
1675	1.158937496
1676	1.158937496
1677	1.158937496
1678	1.158937496
1679	1.158937496
1680	1.158937496
1681	1.158937496
1682	1.158937496
1683	1.158937496
1684	1.158937496
1685	1.158937496
1686	1.158937496
1687	1.158937496
1688	1.158937496
1689	1.158937496
1690	1.158937496
1691	1.158937496
1692	1.158937496
1693	1.158937496
1694	1.158937496
1695	1.158937496
1696	1.158937496
1697	1.158937496
1698	1.158937496
1699	1.158937496
1700	1.158937496
1701	1.158937496
1702	1.158937496
1703	1.158937496
1704	1.158937496
1705	1.158937496
1706	1.158937496
1707	1.158937496
1708	1.158937496
1709	1.158937496
1710	1.158937496
1711	1.158937496
1712	1.158937496
1713	1.158937496
1714	1.158937496
1715	1.158937496
1716	1.158937496
1717	1.158937496
1718	1.158937496
1719	1.158937496
1720	1.158937496
1721	1.158937496
1722	1.158937496
1723	1.158937496
1724	1.158937496
1725	1.158937496
1726	1.158937496
1727	1.158937496
1728	1.158937496
1729	1.158937496
1730	1.158937496
1731	1.158937496
1732	1.158937496
1733	1.158937496
1734	1.158937496
1735	1.158937496
1736	1.158937496
1737	1.158937496
1738	1.158937496
1739	1.158937496
1740	1.158937496
1741	1.158937496
1742	1.158937496
1743	1.158937496
1744	1.158937496
1745	1.158937496
1746	1.158937496
1747	1.158937496
1748	1.158937496
1749	1.158937496
1750	1.158937496
1751	1.158937496
1752	1.158937496
1753	1.158937496
1754	1.158937496
1755	1.158937496
1756	1.158937496
1757	1.158937496
1758	1.158937496
1759	1.158937496
1760	1.158937496
1761	1.158937496
1762	1.158937496
1763	1.158937496
1764	1.158937496
1765	1.158937496
1766	1.158937496
1767	1.158937496
1768	1.158937496
1769	1.158937496
1770	1.158937496
1771	1.158937496
1772	1.158937496
1773	1.158937496
1774	1.158937496
1775	1.158937496
1776	1.158937496
1777	1.158937496
1778	1.158937496
1779	1.158937496
1780	1.158937496
1781	1.158937496
1782	1.158937496
1783	1.158937496
1784	1.158937496
1785	1.158937496
1786	1.158937496
1787	1.158937496
1788	1.158937496
1789	1.158937496
1790	1.158937496
1791	1.158937496
1792	1.158937496
1793	1.158937496
1794	1.158937496
1795	1.158937496
1796	1.158937496
1797	1.158937496
1798	1.158937496
1799	1.158937496
1800	1.158937496
1801	1.158937496
1802	1.158937496
1803	1.158937496
1804	1.158937496
1805	1.158937496
1806	1.158937496
1807	1.158937496
1808	1.158937496
1809	1.158937496
1810	1.158937496
1811	1.158937496
1812	1.158937496
1813	1.158937496
1814	1.158937496
1815	1.158937496
1816	1.158937496
1817	1.158937496
1818	1.158937496
1819	1.158937496
1820	1.158937496
1821	1.158937496
1822	1.158937496
1823	1.158937496
1824	1.158937496
1825	1.158937496
1826	1.158937496
1827	1.158937496
1828	1.158937496
1829	1.158937496
1830	1.158937496
1831	1.158937496
1832	1.158937496
1833	1.158937496
1834	1.158937496
1835	1.158937496
1836	1.158937496
1837	1.158937496
1838	1.158937496
1839	1.158937496
1840	1.158937496
1841	1.158937496
1842	1.158937496
1843	1.158937496
1844	1.158937496
1845	1.158937496
1846	1.158937496
1847	1.158937496
1848	1.158937496
1849	1.158937496
1850	1.158937496
1851	1.158937496
1852	1.158937496
1853	1.158937496
1854	1.158937496
1855	1.158937496
1856	1.158937496
1857	1.158937496
1858	1.158937496
1859	1.158937496
1860	1.158937496
1861	1.158937496
1862	1.158937496
1863	1.158937496
1864	1.158937496
1865	1.158937496
1866	1.158937496
1867	1.158937496
1868	1.158937496
1869	1.158937496
1870	1.158937496
1871	1.158937496
1872	1.158937496
1873	1.158937496
1874	1.158937496
1875	1.158937496
1876	1.158937496
1877	1.158937496
1878	1.158937496
1879	1.158937496
1880	1.158937496
1881	1.158937496
1882	1.158937496
1883	1.158937496
1884	1.158937496
1885	1.158937496
1886	1.158937496
1887	1.158937496
1888	1.158937496
1889	1.158937496
1890	1.158937496
1891	1.158937496
1892	1.158937496
1893	1.158937496
1894	1.158937496
1895	1.158937496
1896	1.158937496
1897	1.158937496
1898	1.158937496
1899	1.158937496
1900	1.158937496
1901	1.158937496
1902	1.158937496
1903	1.158937496
1904	1.158937496
1905	1.158937496
1906	1.158937496
1907	1.158937496
1908	1.158937496
1909	1.158937496
1910	1.158937496
1911	1.158937496
1912	1.158937496
1913	1.158937496
1914	1.158937496
1915	1.158937496
1916	1.158937496
1917	1.158937496
1918	1.158937496
1919	1.158937496
1920	1.158937496
1921	1.158937496
1922	1.158937496
1923	1.158937496
1924	1.158937496
1925	1.158937496
1926	1.158937496
1927	1.158937496
1928	1.158937496
1929	1.158937496
1930	1.158937496
1931	1.158937496
1932	1.158937496
1933	1.158937496
1934	1.158937496
1935	1.158937496
1936	1.158937496
1937	1.158937496
1938	1.158937496
1939	1.158937496
1940	1.158937496
1941	1.158937496
1942	1.158937496
1943	1.158937496
1944	1.158937496
1945	1.158937496
1946	1.158937496
1947	1.158937496
1948	1.158937496
1949	1.158937496
1950	1.158937496
1951	1.158937496
1952	1.158937496
1953	1.158937496
1954	1.158937496
1955	1.158937496
1956	1.158937496
1957	1.158937496
1958	1.158937496
1959	1.158937496
1960	1.158937496
1961	1.158937496
1962	1.158937496
1963	1.158937496
1964	1.158937496
1965	1.158937496
1966	1.158937496
1967	1.158937496
1968	1.158937496
1969	1.158937496
1970	1.158937496
1971	1.158937496
1972	1.158937496
1973	1.158937496
1974	1.158937496
1975	1.158937496
1976	1.158937496
1977	1.158937496
1978	1.158937496
1979	1.158937496
1980	1.158937496
1981	1.158937496
1982	1.158937496
1983	1.158937496
1984	1.158937496
1985	1.158937496
1986	1.158937496
1987	1.158937496
1988	1.158937496
1989	1.158937496
1990	1.158937496
1991	1.158937496
1992	1.158937496
1993	1.158937496
1994	1.158937496
1995	1.158937496
1996	1.158937496
1997	1.158937496
1998	1.158937496
1999	1.158937496
2000	1.158937496
2001	1.158937496
2002	1.158937496
2003	1.158937496
2004	1.158937496
2005	1.158937496
2006	1.158937496
2007	1.158937496
2008	1.158937496
2009	1.158937496
2010	1.158937496
2011	1.158937496
2012	1.158937496
2013	1.158937496
2014	1.158937496
2015	1.158937496
2016	1.158937496
2017	1.158937496
2018	1.158937496
2019	1.158937496
2020	1.158937496
2021	1.158937496
2022	1.158937496
2023	1.158937496
2024	1.158937496
2025	1.158937496
2026	1.158937496
2027	1.158937496
2028	1.158937496
2029	1.158937496
2030	1.158937496
2031	1.158937496
2032	1.158937496
2033	1.158937496
2034	1.158937496
2035	1.158937496
2036	1.158937496
2037	1.158937496
2038	1.158937496
2039	1.158937496
2040	1.158937496
2041	1.158937496
2042	1.158937496
2043	1.158937496
2044	1.158937496
2045	1.158937496
2046	1.158937496
2047	1.158937496
2048	1.158937496
2049	1.158937496
2050	1.158937496
2051	1.158937496
2052	1.158937496
2053	1.158937496
2054	1.158937496
2055	1.158937496
2056	1.158937496
2057	1.158937496
2058	1.158937496
2059	1.158937496
2060	1.158937496
2061	1.158937496
2062	1.158937496
2063	1.158937496
2064	1.158937496
2065	1.158937496
2066	1.158937496
2067	1.158937496
2068	1.158937496
2069	1.158937496
2070	1.158937496
2071	1.158937496
2072	1.158937496
2073	1.158937496
2074	1.158937496
2075	1.158937496
2076	1.158937496
2077	1.158937496
2078	1.158937496
2079	1.158937496
2080	1.158937496
2081	1.158937496
2082	1.158937496
2083	1.158937496
2084	1.158937496
2085	1.158937496
2086	1.158937496
2087	1.158937496
2088	1.158937496
2089	1.158937496
2090	1.158937496
2091	1.158937496
2092	1.158937496
2093	1.158937496
2094	1.158937496
2095	1.158937496
2096	1.158937496
2097	1.158937496
2098	1.158937496
2099	1.158937496
2100	1.158937496
2101	1.158937496
2102	1.158937496
2103	1.158937496
2104	1.158937496
2105	1.158937496
2106	1.158937496
2107	1.158937496
2108	1.158937496
2109	1.158937496
2110	1.158937496
2111	1.158937496
2112	1.158937496
2113	1.158937496
2114	1.158937496
2115	1.158937496
2116	1.158937496
2117	1.158937496
2118	1.158937496
2119	1.158937496
2120	1.158937496
2121	1.158937496
2122	1.158937496
2123	1.158937496
2124	1.158937496
2125	1.158937496
2126	1.158937496
2127	1.158937496
2128	1.158937496
2129	1.158937496
2130	1.158937496
2131	1.158937496
2132	1.158937496
2133	1.158937496
2134	1.158937496
2135	1.158937496
2136	1.158937496
2137	1.158937496
2138	1.158937496
2139	1.158937496
2140	1.158937496
2141	1.158937496
2142	1.158937496
2143	1.158937496
2144	1.158937496
2145	1.158937496
2146	1.158937496
2147	1.158937496
2148	1.158937496
2149	1.158937496
2150	1.158937496
2151	1.158937496
2152	1.158937496
2153	1.158937496
2154	1.158937496
2155	1.158937496
2156	1.158937496
2157	1.158937496
2158	1.158937496
2159	1.158937496
2160	1.158937496
2161	1.158937496
2162	1.158937496
2163	1.158937496
2164	1.158937496
2165	1.158937496
2166	1.158937496
2167	1.158937496
2168	1.158937496
2169	1.158937496
2170	1.158937496
2171	1.158937496
2172	1.158937496
2173	1.158937496
2174	1.158937496
2175	1.158937496
2176	1.158937496
2177	1.158937496
2178	1.158937496
2179	1.158937496
2180	1.158937496
2181	1.158937496
2182	1.158937496
2183	1.158937496
2184	1.158937496
2185	1.158937496
2186	1.158937496
2187	1.158937496
2188	1.158937496
2189	1.158937496
2190	1.158937496
2191	1.158937496
2192	1.158937496
2193	1.158937496
2194	1.158937496
2195	1.158937496
2196	1.158937496
2197	1.158937496
2198	1.158937496
2199	1.158937496
2200	1.158937496
2201	1.158937496
2202	1.158937496
2203	1.158937496
2204	1.158937496
2205	1.158937496
2206	1.158937496
2207	1.158937496
2208	1.158937496
2209	1.158937496
2210	1.158937496
2211	1.158937496
2212	1.158937496
2213	1.158937496
2214	1.158937496
2215	1.158937496
2216	1.158937496
2217	1.158937496
2218	1.158937496
2219	1.158937496
2220	1.158937496
2221	1.158937496
2222	1.158937496
2223	1.158937496
2224	1.158937496
2225	1.158937496
2226	1.158937496
2227	1.158937496
2228	1.158937496
2229	1.158937496
2230	1.158937496
2231	1.158937496
2232	1.158937496
2233	1.158937496
2234	1.158937496
2235	1.158937496
2236	1.158937496
2237	1.158937496
2238	1.158937496
2239	1.158937496
2240	1.158937496
2241	1.158937496
2242	1.158937496
2243	1.158937496
2244	1.158937496
2245	1.158937496
2246	1.158937496
2247	1.158937496
2248	1.158937496
2249	1.158937496
2250	1.158937496
2251	1.158937496
2252	1.158937496
2253	1.158937496
2254	1.158937496
2255	1.158937496
2256	1.158937496
2257	1.158937496
2258	1.158937496
2259	1.158937496
2260	1.158937496
2261	1.158937496
2262	1.158937496
2263	1.158937496
2264	1.158937496
2265	1.158937496
2266	1.158937496
2267	1.158937496
2268	1.158937496
2269	1.158937496
2270	1.158937496
2271	1.158937496
2272	1.158937496
2273	1.158937496
2274	1.158937496
2275	1.158937496
2276	1.158937496
2277	1.158937496
2278	1.158937496
2279	1.158937496
2280	1.158937496
2281	1.158937496
2282	1.158937496
2283	1.158937496
2284	1.158937496
2285	1.158937496
2286	1.158937496
2287	1.158937496
2288	1.158937496
2289	1.158937496
2290	1.158937496
2291	1.158937496
2292	1.158937496
2293	1.158937496
2294	1.158937496
2295	1.158937496
2296	1.158937496
2297	1.158937496
2298	1.158937496
2299	1.158937496
2300	1.158937496
2301	1.158937496
2302	1.158937496
2303	1.158937496
2304	1.158937496
2305	1.158937496
2306	1.158937496
2307	1.158937496
2308	1.158937496
2309	1.158937496
2310	1.158937496
2311	1.158937496
2312	1.158937496
2313	1.158937496
2314	1.158937496
2315	1.158937496
2316	1.158937496
2317	1.158937496
2318	1.158937496
2319	1.158937496
2320	1.158937496
2321	1.158937496
2322	1.158937496
2323	1.158937496
2324	1.158937496
2325	1.158937496
2326	1.158937496
2327	1.158937496
2328	1.158937496
2329	1.158937496
2330	1.158937496
2331	1.158937496
2332	1.158937496
2333	1.158937496
2334	1.158937496
2335	1.158937496
2336	1.158937496
2337	1.158937496
2338	1.158937496
2339	1.158937496
2340	1.158937496
2341	1.158937496
2342	1.158937496
2343	1.158937496
2344	1.158937496
2345	1.158937496
2346	1.158937496
2347	1.158937496
2348	1.158937496
2349	1.158937496
2350	1.158937496
2351	1.158937496
2352	1.158937496
2353	1.158937496
2354	1.158937496
2355	1.158937496
2356	1.158937496
2357	1.158937496
2358	1.158937496
2359	1.158937496
2360	1.158937496
2361	1.158937496
2362	1.158937496
2363	1.158937496
2364	1.158937496
2365	1.158937496
2366	1.158937496
2367	1.158937496
2368	1.158937496
2369	1.158937496
2370	1.158937496
2371	1.158937496
2372	1.158937496
2373	1.158937496
2374	1.158937496
2375	1.158937496
2376	1.158937496
2377	1.158937496
2378	1.158937496
2379	1.158937496
2380	1.158937496
2381	1.158937496
2382	1.158937496
2383	1.158937496
2384	1.158937496
2385	1.158937496
2386	1.158937496
2387	1.158937496
2388	1.158937496
2389	1.158937496
2390	1.158937496
2391	1.158937496
2392	1.158937496
2393	1.158937496
2394	1.158937496
2395	1.158937496
2396	1.158937496
2397	1.158937496
2398	1.158937496
2399	1.158937496
2400	1.158937496
2401	1.158937496
2402	1.158937496
2403	1.158937496
2404	1.158937496
2405	1.158937496
2406	1.158937496
2407	1.158937496
2408	1.158937496
2409	1.158937496
2410	1.158937496
2411	1.158937496
2412	1.158937496
2413	1.158937496
2414	1.158937496
2415	1.158937496
2416	1.158937496
2417	1.158937496
2418	1.158937496
2419	1.158937496
2420	1.158937496
2421	1.158937496
2422	1.158937496
2423	1.158937496
2424	1.158937496
2425	1.158937496
2426	1.158937496
2427	1.158937496
2428	1.158937496
2429	1.158937496
2430	1.158937496
2431	1.158937496
2432	1.158937496
2433	1.158937496
2434	1.158937496
2435	1.158937496
2436	1.158937496
2437	1.158937496
2438	1.158937496
2439	1.158937496
2440	1.158937496
2441	1.158937496
2442	1.158937496
2443	1.158937496
2444	1.158937496
2445	1.158937496
2446	1.158937496
2447	1.158937496
2448	1.158937496
2449	1.158937496
2450	1.158937496
2451	1.158937496
2452	1.158937496
2453	1.158937496
2454	1.158937496
2455	1.158937496
2456	1.158937496
2457	1.158937496
2458	1.158937496
2459	1.158937496
2460	1.158937496
2461	1.158937496
2462	1.158937496
2463	1.158937496
2464	1.158937496
2465	1.158937496
2466	1.158937496
2467	1.158937496
2468	1.158937496
2469	1.158937496
2470	1.158937496
2471	1.158937496
2472	1.158937496
2473	1.158937496
2474	1.158937496
2475	1.158937496
2476	1.158937496
2477	1.158937496
2478	1.158937496
2479	1.158937496
2480	1.158937496
2481	1.158937496
2482	1.158937496
2483	1.158937496
2484	1.158937496
2485	1.158937496
2486	1.158937496
2487	1.158937496
2488	1.158937496
2489	1.158937496
2490	1.158937496
2491	1.158937496
2492	1.158937496
2493	1.158937496
2494	1.158937496
2495	1.158937496
2496	1.158937496
2497	1.158937496
2498	1.158937496
2499	1.158937496
2500	1.158937496
2501	1.158937496
2502	1.158937496
2503	1.158937496
2504	1.158937496
2505	1.158937496
2506	1.158937496
2507	1.158937496
2508	1.158937496
2509	1.158937496
2510	1.158937496
2511	1.158937496
2512	1.158937496
2513	1.158937496
2514	1.158937496
2515	1.158937496
2516	1.158937496
2517	1.158937496
2518	1.158937496
2519	1.158937496
2520	1.158937496
2521	1.158937496
2522	1.158937496
2523	1.158937496
2524	1.158937496
2525	1.158937496
2526	1.158937496
2527	1.158937496
2528	1.158937496
2529	1.158937496
2530	1.158937496
2531	1.158937496
2532	1.158937496
2533	1.158937496
2534	1.158937496
2535	1.158937496
2536	1.158937496
2537	1.158937496
2538	1.158937496
2539	1.158937496
2540	1.158937496
2541	1.158937496
2542	1.158937496
2543	1.158937496
2544	1.158937496
2545	1.158937496
2546	1.158937496
2547	1.158937496
2548	1.158937496
2549	1.158937496
2550	1.158937496
2551	1.158937496
2552	1.158937496
2553	1.158937496
2554	1.158937496
2555	1.158937496
2556	1.158937496
2557	1.158937496
2558	1.158937496
2559	1.158937496
2560	1.158937496
2561	1.158937496
2562	1.158937496
2563	1.158937496
2564	1.158937496
2565	1.158937496
2566	1.158937496
2567	1.158937496
2568	1.158937496
2569	1.158937496
2570	1.158937496
2571	1.158937496
2572	1.158937496
2573	1.158937496
2574	1.158937496
2575	1.158937496
2576	1.158937496
2577	1.158937496
2578	1.158937496
2579	1.158937496
2580	1.158937496
2581	1.158937496
2582	1.158937496
2583	1.158937496
2584	1.158937496
2585	1.158937496
2586	1.158937496
2587	1.158937496
2588	1.158937496
2589	1.158937496
2590	1.158937496
2591	1.158937496
2592	1.158937496
2593	1.158937496
2594	1.158937496
2595	1.158937496
2596	1.158937496
2597	1.158937496
2598	1.158937496
2599	1.158937496
2600	1.158937496
2601	1.158937496
2602	1.158937496
2603	1.158937496
2604	1.158937496
2605	1.158937496
2606	1.158937496
2607	1.158937496
2608	1.158937496
2609	1.158937496
2610	1.158937496
2611	1.158937496
2612	1.158937496
2613	1.158937496
2614	1.158937496
2615	1.158937496
2616	1.158937496
2617	1.158937496
2618	1.158937496
2619	1.158937496
2620	1.158937496
2621	1.158937496
2622	1.158937496
2623	1.158937496
2624	1.158937496
2625	1.158937496
2626	1.158937496
2627	1.158937496
2628	1.158937496
2629	1.158937496
2630	1.158937496
2631	1.158937496
2632	1.158937496
2633	1.158937496
2634	1.158937496
2635	1.158937496
2636	1.158937496
2637	1.158937496
2638	1.158937496
2639	1.158937496
2640	1.158937496
2641	1.158937496
2642	1.158937496
2643	1.158937496
2644	1.158937496
2645	1.158937496
2646	1.158937496
2647	1.158937496
2648	1.158937496
2649	1.158937496
2650	1.158937496
2651	1.158937496
2652	1.158937496
2653	1.158937496
2654	1.158937496
2655	1.158937496
2656	1.158937496
2657	1.158937496
2658	1.158937496
2659	1.158937496
2660	1.158937496
2661	1.158937496
2662	1.158937496
2663	1.158937496
2664	1.158937496
2665	1.158937496
2666	1.158937496
2667	1.158937496
2668	1.158937496
2669	1.158937496
2670	1.158937496
2671	1.158937496
2672	1.158937496
2673	1.158937496
2674	1.158937496
2675	1.158937496
2676	1.158937496
2677	1.158937496
2678	1.158937496
2679	1.158937496
2680	1.158937496
2681	1.158937496
2682	1.158937496
2683	1.158937496
2684	1.158937496
2685	1.158937496
2686	1.158937496
2687	1.158937496
2688	1.158937496
2689	1.158937496
2690	1.158937496
2691	1.158937496
2692	1.158937496
2693	1.158937496
2694	1.158937496
2695	1.158937496
2696	1.158937496
2697	1.158937496
2698	1.158937496
2699	1.158937496
2700	1.158937496
2701	1.158937496
2702	1.158937496
2703	1.158937496
2704	1.158937496
2705	1.158937496
2706	1.158937496
2707	1.158937496
2708	1.158937496
2709	1.158937496
2710	1.158937496
2711	1.158937496
2712	1.158937496
2713	1.158937496
2714	1.158937496
2715	1.158937496
2716	1.158937496
2717	1.158937496
2718	1.158937496
2719	1.158937496
2720	1.158937496
2721	1.158937496
2722	1.158937496
2723	1.158937496
2724	1.158937496
2725	1.158937496
2726	1.158937496
2727	1.158937496
2728	1.158937496
2729	1.158937496
2730	1.158937496
2731	1.158937496
2732	1.158937496
2733	1.158937496
2734	1.158937496
2735	1.158937496
2736	1.158937496
2737	1.158937496
2738	1.158937496
2739	1.158937496
2740	1.158937496
2741	1.158937496
2742	1.158937496
2743	1.158937496
2744	1.158937496
2745	1.158937496
2746	1.158937496
2747	1.158937496
2748	1.158937496
2749	1.158937496
2750	1.158937496
2751	1.158937496
2752	1.158937496
2753	1.158937496
2754	1.158937496
2755	1.158937496
2756	1.158937496
2757	1.158937496
2758	1.158937496
2759	1.158937496
2760	1.158937496
2761	1.158937496
2762	1.158937496
2763	1.158937496
2764	1.158937496
2765	1.158937496
2766	1.158937496
2767	1.158937496
2768	1.158937496
2769	1.158937496
2770	1.158937496
2771	1.158937496
2772	1.158937496
2773	1.158937496
2774	1.158937496
2775	1.158937496
2776	1.158937496
2777	1.158937496
2778	1.158937496
2779	1.158937496
2780	1.158937496
2781	1.158937496
2782	1.158937496
2783	1.158937496
2784	1.158937496
2785	1.158937496
2786	1.158937496
2787	1.158937496
2788	1.158937496
2789	1.158937496
2790	1.158937496
2791	1.158937496
2792	1.158937496
2793	1.158937496
2794	1.158937496
2795	1.158937496
2796	1.158937496
2797	1.158937496
2798	1.158937496
2799	1.158937496
2800	1.158937496
2801	1.158937496
2802	1.158937496
2803	1.158937496
2804	1.158937496
2805	1.158937496
2806	1.158937496
2807	1.158937496
2808	1.158937496
2809	1.158937496
2810	1.158937496
2811	1.158937496
2812	1.158937496
2813	1.158937496
2814	1.158937496
2815	1.158937496
2816	1.158937496
2817	1.158937496
2818	1.158937496
2819	1.158937496
2820	1.158937496
2821	1.158937496
2822	1.158937496
2823	1.158937496
2824	1.158937496
2825	1.158937496
2826	1.158937496
2827	1.158937496
2828	1.158937496
2829	1.158937496
2830	1.158937496
2831	1.158937496
2832	1.158937496
2833	1.158937496
2834	1.158937496
2835	1.158937496
2836	1.158937496
2837	1.158937496
2838	1.158937496
2839	1.158937496
2840	1.158937496
2841	1.158937496
2842	1.158937496
2843	1.158937496
2844	1.158937496
2845	1.158937496
2846	1.158937496
2847	1.158937496
2848	1.158937496
2849	1.158937496
2850	1.158937496
2851	1.158937496
2852	1.158937496
2853	1.158937496
2854	1.158937496
2855	1.158937496
2856	1.158937496
2857	1.158937496
2858	1.158937496
2859	1.158937496
2860	1.158937496
2861	1.158937496
2862	1.158937496
2863	1.158937496
2864	1.158937496
2865	1.158937496
2866	1.158937496
2867	1.158937496
2868	1.158937496
2869	1.158937496
2870	1.158937496
2871	1.158937496
2872	1.158937496
2873	1.158937496
2874	1.158937496
2875	1.158937496
2876	1.158937496
2877	1.158937496
2878	1.158937496
2879	1.158937496
2880	1.158937496
2881	1.158937496
2882	1.158937496
2883	1.158937496
2884	1.158937496
2885	1.158937496
2886	1.158937496
2887	1.158937496
2888	1.158937496
2889	1.158937496
2890	1.158937496
2891	1.158937496
2892	1.158937496
2893	1.158937496
2894	1.158937496
2895	1.158937496
2896	1.158937496
2897	1.158937496
2898	1.158937496
2899	1.158937496
2900	1.158937496
2901	1.158937496
2902	1.158937496
2903	1.158937496
2904	1.158937496
2905	1.158937496
2906	1.158937496
2907	1.158937496
2908	1.158937496
2909	1.158937496
2910	1.158937496
2911	1.158937496
2912	1.158937496
2913	1.158937496
2914	1.158937496
2915	1.158937496
2916	1.158937496
2917	1.158937496
2918	1.158937496
2919	1.158937496
2920	1.158937496
2921	1.158937496
2922	1.158937496
2923	1.158937496
2924	1.158937496
2925	1.158937496
2926	1.158937496
2927	1.158937496
2928	1.158937496
2929	1.158937496
2930	1.158937496
2931	1.158937496
2932	1.158937496
2933	1.158937496
2934	1.158937496
2935	1.158937496
2936	1.158937496
2937	1.158937496
2938	1.158937496
2939	1.158937496
2940	1.158937496
2941	1.158937496
2942	1.158937496
2943	1.158937496
2944	1.158937496
2945	1.158937496
2946	1.158937496
2947	1.158937496
2948	1.158937496
2949	1.158937496
2950	1.158937496
2951	1.158937496
2952	1.158937496
2953	1.158937496
2954	1.158937496
2955	1.158937496
2956	1.158937496
2957	1.158937496
2958	1.158937496
2959	1.158937496
2960	1.158937496
2961	1.158937496
2962	1.158937496
2963	1.158937496
2964	1.158937496
2965	1.158937496
2966	1.158937496
2967	1.158937496
2968	1.158937496
2969	1.158937496
2970	1.158937496
2971	1.158937496
2972	1.158937496
2973	1.158937496
2974	1.158937496
2975	1.158937496
2976	1.158937496
2977	1.158937496
2978	1.158937496
2979	1.158937496
2980	1.158937496
2981	1.158937496
2982	1.158937496
2983	1.158937496
2984	1.158937496
2985	1.158937496
2986	1.158937496
2987	1.158937496
2988	1.158937496
2989	1.158937496
2990	1.158937496
2991	1.158937496
2992	1.158937496
2993	1.158937496
2994	1.158937496
2995	1.158937496
2996	1.158937496
2997	1.158937496
2998	1.158937496
2999	1.158937496
3000	1.158937496
3001	1.158937496
3002	1.158937496
3003	1.158937496
3004	1.158937496
3005	1.158937496
3006	1.158937496
3007	1.158937496
3008	1.158937496
3009	1.158937496
3010	1.158937496
3011	1.158937496
3012	1.158937496
3013	1.158937496
3014	1.158937496
3015	1.158937496
3016	1.158937496
3017	1.158937496
3018	1.158937496
3019	1.158937496
3020	1.158937496
3021	1.158937496
3022	1.158937496
3023	1.158937496
3024	1.158937496
3025	1.158937496
3026	1.158937496
3027	1.158937496
3028	1.158937496
3029	1.158937496
3030	1.158937496
3031	1.158937496
3032	1.158937496
3033	1.158937496
3034	1.158937496
3035	1.158937496
3036	1.158937496
3037	1.158937496
3038	1.158937496
3039	1.158937496
3040	1.158937496
3041	1.158937496
3042	1.158937496
3043	1.158937496
3044	1.158937496
3045	1.158937496
3046	1.158937496
3047	1.158937496
3048	1.158937496
3049	1.158937496
3050	1.158937496
3051	1.158937496
3052	1.158937496
3053	1.158937496
3054	1.158937496
3055	1.158937496
3056	1.158937496
3057	1.158937496
3058	1.158937496
3059	1.158937496
3060	1.158937496
3061	1.158937496
3062	1.158937496
3063	1.158937496
3064	1.158937496
3065	1.158937496
3066	1.158937496
3067	1.158937496
3068	1.158937496
3069	1.158937496
3070	1.158937496
3071	1.158937496
3072	1.158937496
3073	1.158937496
3074	1.158937496
3075	1.158937496
3076	1.158937496
3077	1.158937496
3078	1.158937496
3079	1.158937496
3080	1.158937496
3081	1.158937496
3082	1.158937496
3083	1.158937496
3084	1.158937496
3085	1.158937496
3086	1.158937496
3087	1.158937496
3088	1.158937496
3089	1.158937496
3090	1.158937496
3091	1.158937496
3092	1.158937496
3093	1.158937496
3094	1.158937496
3095	1.158937496
3096	1.158937496
3097	1.158937496
3098	1.158937496
3099	1.158937496
3100	1.158937496
3101	1.158937496
3102	1.158937496
3103	1.158937496
3104	1.158937496
3105	1.158937496
3106	1.158937496
3107	1.158937496
3108	1.158937496
3109	1.158937496
3110	1.158937496
3111	1.158937496
3112	1.158937496
3113	1.158937496
3114	1.158937496
3115	1.158937496
3116	1.158937496
3117	1.158937496
3118	1.158937496
3119	1.158937496
3120	1.158937496
3121	1.158937496
3122	1.158937496
3123	1.158937496
3124	1.158937496
3125	1.158937496
3126	1.158937496
3127	1.158937496
3128	1.158937496
3129	1.158937496
3130	1.158937496
3131	1.158937496
3132	1.158937496
3133	1.158937496
3134	1.158937496
3135	1.158937496
3136	1.158937496
3137	1.158937496
3138	1.158937496
3139	1.158937496
3140	1.158937496
3141	1.158937496
3142	1.158937496
3143	1.158937496
3144	1.158937496
3145	1.158937496
3146	1.158937496
3147	1.158937496
3148	1.158937496
3149	1.158937496
3150	1.158937496
3151	1.158937496
3152	1.158937496
3153	1.158937496
3154	1.158937496
3155	1.158937496
3156	1.158937496
3157	1.158937496
3158	1.158937496
3159	1.158937496
3160	1.158937496
3161	1.158937496
3162	1.158937496
3163	1.158937496
3164	1.158937496
3165	1.158937496
3166	1.158937496
3167	1.158937496
3168	1.158937496
3169	1.158937496
3170	1.158937496
3171	1.158937496
3172	1.158937496
3173	1.158937496
3174	1.158937496
3175	1.158937496
3176	1.158937496
3177	1.158937496
3178	1.158937496
3179	1.158937496
3180	1.158937496
3181	1.158937496
3182	1.158937496
3183	1.158937496
3184	1.158937496
3185	1.158937496
3186	1.158937496
3187	1.158937496
3188	1.158937496
3189	1.158937496
3190	1.158937496
3191	1.158937496
3192	1.158937496
3193	1.158937496
3194	1.158937496
3195	1.158937496
3196	1.158937496
3197	1.158937496
3198	1.158937496
3199	1.158937496
3200	1.158937496
3201	1.158937496
3202	1.158937496
3203	1.158937496
3204	1.158937496
3205	1.158937496
3206	1.158937496
3207	1.158937496
3208	1.158937496
3209	1.158937496
3210	1.158937496
3211	1.158937496
3212	1.158937496
3213	1.158937496
3214	1.158937496
3215	1.158937496
3216	1.158937496
3217	1.158937496
